album,singer,song,lyric,written_by,genre
,Tara MacLean, Wait It Out,"Coloured photographs,Edges for the back,Petals for the den,Signs are withering,And water to your knees,I feel like diving in,Rising is just a line between you and I,I'll wait it out,Until you don't want me,You don't want me to,But I'll wait it out,Until you don't want me,You don't want me anymore,There's something in your eyes,The way you tell it every time,Like it's someone else's story,Like it's someone else's life,I picked you for the shade,I thought you would turn,But you turned away when you heard me say,That I'll wait it out,Until you don't want me,You don't want me to,But I'll wait it out,Until you don't want me,You don't want me anymore,As time keeps moving by,Somehow we realize,The real things have to die,Then I'll wait it out,Until you don't want me,You don't want me to,But I'll wait it out,Until you don't want me,You don't want me to,But I'll wait it out,Until you don't want me,You don't want me to,But I'll wait it out,Until you don't want me,You don't want me anymore,You don't want me anymore,You don't want me anymore,You don't want me anymore
,
,
",,
,Tankcsapda, Itt Vannak A Tankok,"Farmerben volt én meg én meg bőrben de a,Legjobb bőr mégis csak ő volt Győrben,Aztán az ágyban ketten másnap reggel,Vele ébredtem fel,Indulnunk kell szólj hogy keljen,Ittunk eleget Szombathelyen de az,Energiám majd leveri Paksot ha,Újra hallom a tapsot,A világ vége még várhat,Pogózzanak a punkok,Az utunkba senki sem állhat,Itt vannak a tankok,Ő nem ivott semmit én persze részeg voltam,Szegeden az összes pénzt elszórtam,De bárhol járok minden rendben,Viszlát Debrecenben,A világ vége még várhat,Pogózzanak a punkok,Az utunkba senki sem állhat,Lángolhatnak a bankok,A világ vége még várhat,Hadd halljam a hangod,Üvölts úgy mint az állat,Itt vannak a tankok
,
,
",,
,Tatiana, Chicas De Hoy,"chicas de hoy ,debiles o' fuertes ,chicas de hoy ,todas diferentes ,chicas de hoy ,tan independientes ,chicas de hoy ,nadie nos comprende ,con la vida por aventura ,regalando amor y ternura ,nuestros suenos son suenos ,que podemos hacer realidad ,chicas se hoy ,con el mudo al hombro ,chicas de hoy ,lo podemos todo ,aceptando valientmente ,que nadamos contra corriente ,nuestros suenos son suenos ,que podemos hacer realidad ,chicas de hoy ,el fin del milenio ,chicas de hoy ,es nuestros momento ,chicas de hoy,chicas de hoy,chicas de hoy...
,
,
",,
,Tatiana, El Amor No Se Calla,"Subo la persiana despacio, Todo se despierta de una noche que huye, Busco tu sonrisa y esta, debajo de mi ventana, Tomo cualquier cosa de prisa, bajo la escalera ensayando el encuentro, Como siempre me seguirás sin una sola palabra, Gira, gira a mi alrededor, Vibra mi cuerpo y tus pasos tan cerca y el miedo de mí, Que no te deja avanzar, Aunque tus ojos me dicen, te quiero, No sabes que, El amor nunca se calla, No es cobarde como tú, El amor nunca se callara, Si tú estas cerca de mi, Entra el aire de la mañana, Noto en mi sonrisa que he soñado contigo, Eres una inmensa obsesión que no me deja respiro, Hoy no esperare a ver que pasa, tengo tantas ganas de envolverme en tus brazos, Rompe tu silencio esta vez, para decirme, te quiero, Gira, gira a mi alrededor, Vibra mi cuerpo y tus pasos tan cerca y el miedo de mí, Que no te deja avanzar, Aunque tus ojos me dicen, te quiero, No sabes que, El amor nunca se calla, No es cobarde como tú, El amor nunca se callara, Si tú estas cerca de mi, El amor nunca se calla, No es cobarde como tú, El amor nunca se callara
,
,
",,
,Tatiana,Campanas Navideñas (Jingle Bells),"El portal de Belén luce como el sol, y en la nieve fría ha nacido el redentor, cruza el mar una luz, nace nuestro dios, llegan los pastores a entregarle el corazón., Yo también le doy mi cariño de verdad, ha nacido el niño que al mundo salvará, ya los reyes van por los bosques a buscar, un camino blanco que conduce a la verdad., Todo es fe y es amor en la navidad, ya van floreciendo los caminos de la paz, el rosal floreció, todo es un altar, suenan en el cielo cascabeles de cristal.,Uuuuh,Papapara,Papapara,Papapara,Papapara,Papapara,Papapa, Yo también le doy mi cariño de verdad, ha nacido el niño que al mundo salvará, ya los reyes van por los bosques a buscar, un camino blanco que conduce a la verdad., Todo es fe y es amor en la navidad, ya van floreciendo los caminos de la paz, el rosal floreció, todo es un altar, suenan en el cielo cascabeles de cristal., El portal de Belén luce como el sol, y en la nieve fría ha nacido el redentor, cruza el mar una luz, nace nuestro dios, llegan los pastores a entregarle el corazón., Todo es fe y es amor en la navidad, ya van floreciendo los caminos de la paz (oh), yo también cantaré llena de emoción, resan las campanas, y repite mi oración.
,
,
",,
,Tankcsapda,Az Alagút Végén,"Nyisd ki az ajtót gyerünk zárd el a gázt nekem,Ne mond el többé hogy nem kell az élet,Ne félj nem kell hogy megmagyarázd,Én nem vagyok olyan srác aki,Azt hiszi magáról hogy ő sohasem téved,Nyisd ki az ajtót gyerünk zárd el a gázt ez a,Világ vége van játék nekem nem kell,Ne félj én nem vagyok szívtelen állat és,Ha akarod maradok nálad de ha,Eljön a hajnal mennem kell,Reggel a tükör mondja meg,Délben a kávé már hideg,Este a TV önti a szemetet,Hunyd le a szemedet képzeld el hogy,Ott van (mélyen) benned él hogy,Néha bármit megtennél hogy,Végül megtaláld a fényt az alagút végén,Nyisd ki az ajtót gyerünk zárd el a gázt nekem,Ne mond hogy nem vagy más csak egy árnyék,Ne félj a kéz ha készen lát majd,Vigyáz rám és rád ha holnap már,A halál völgyébenjárnék,Reggel a tükör mondja meg,Délben a kávé már hideg,Este a TV önti a szemetet,Hunyd le a szemedet képzeld el hogy,Ott van (mélyen) benned él hogy,Néha bármit megtennél hogy,Végül megtaláld a fényt az alagút végén,A koromsötét alagút végén,Reggel ott van a tükör,Délben a kávé megöl,Este a TV önti a szemetét hát,Hunyd le a szemed és képzeld el hogy...,Ott van (mélyen) benned él hogy,Néha bármit megtennél hogy,Végül megtaláld a fényt az alagút végén,Tudom hogy ott van benned él,Tudom hogy bármit megtennél hogy végül,Megtaláld a fényt az alagút végén,A pislákoló fényt,A benned élő kibaszott hosszú,Koromsötét alagút végén...
,
,
",,
,Tatiana,Feliz Cumpleaños,"Estas son las mañanitas que cantaba el Rey David, hoy por ser tu cumpleaños te las cantamos a ti, despierta mi bien, despierta, mira que ya amaneció,, ya los pajarillos cantan, (la luna ya se metió (2x)), Happy birthday to you,happy birthday to you,happy birthday, happy birthday,¡Happy birthday to you!. (2x), Felicidades a ti en tu día, que lo pases con sana alegría, muchos años de paz y armonía, ¡Felicidad!, ¡Felicidad!, ¡Felicidad!. (2x), Cumpleaños feliz, cumpleaños feliz, te deseamos todos,cumpleaños feliz. (2x)
,
,
",,
,Tatiana, El Abecedario,"El alfabeto es muy importante porque es la base para poder hablar, las palabras se componen de letras y tus ideas puedes comunicar., Son veintisiete el total de las letras con las que todo lo podemos decir, cinco vocales veintidos consonantes que todo el tiempo deberás repetir, (Todo 2x)
,
,
",,
,Tara MacLean, Carve,"OOoooohhhoohhh   uhhhhuhhh ooooOOOooo,Tear up the pages I wrote,Take the knife from my throat,Scream at an (your) empty chair,Finally getting somewhere with you gone,,There's no music in song,,You really didn't stay long,,Considering,,We were going to die,In each other's arms.,Take down the pictures of us,,Nails in the coffin of trust. ,Kick out the rest of the dirt,,Trying to bury the hurt,With you gone, there's no music in song,You didn't really stay long considering,,We were going to die in each other's arms.,Each other's arms.,There is not a day I don't carve into the stone,Somewhere along the way, I, I must have died alone.,With you gone, there's no music in song,You didn't really stay long considering,,We were going to die in each other's arms.,Each other's arms. each other's arms.,mmmmmmmmmmMMMMMmmmmmmmm
,
,
",,
,Tatiana,Cuida Al Niño,"Cuida al niño que todavía es inocente, cuida al niño que todavía no crece,, al que hace aún travesuras, que todavía tiene dudas, cuida al niño que aún ve las caricaturas., Cuida al niño que todavía se sonroja, cuida al niño que a veces sé que llora,, que aunque se afeite la barba se asoma por tu mirada,, cuida al niño que del estoy enamorada., Cuida al niño que se disfraza de grande, cuida al niño que cuando viste de traje, aún necesita que le hagan el nudo de la corbata,, cuida al niño que no quiero que se vaya., Cuida al niño que aún no tiene malicia, cuida al niño que a veces llora de risa,, que come siempre en desorden y pide primero el postre,, cuida al niño que vive atrás de ese hombre., Cuida al niño que necesita cariño, cuida al niño que solo muestras conmigo,, y aunque nos separemos, y aunque un día estemos lejos,, cuida al niño que llevas adentro.
,
,
",,
,Tankcsapda,Minden szó,"Éjszaka indultam hozzád,üres az állomás,hiába nézem a büfé pont most zár,ez egy éhes vallomás,A hajnali ködben alig látok,odakint hideg,,bennem még annyi minden lángol,mondanám de nincs kinek,Minden út egy helyre tart,te a hullám voltál,Én meg a tengerpart,Mint egy eltérített járat,amin bomba robban,úgy öltél meg bennem minden vágyat,,semmi nem fájt ennél jobban,Minden út egy helyre tart,te a hullám voltál,én meg a part,Tudom, hogy nem volt varázsló,,tudom csak álomkép volt,ő félig angyal volt,én félig ember, félig gép,éget belül ha rámnéz,kínoz ha lát.,és mégis hagyom, hogy elragadjon és vigyen magával,minden létező világon át.,Szíven talált, szíven talált,minden szava szíven talált,Az éjszaka újra az úton ért,ez már egy másik állomás,a ködöt is elfújta a szél,bennem nincs több vallomás,Minden út egy helyre tart,te a hullám voltál,én meg a part,Tudom, hogy nem volt varázsló,,tudom csak álomkép volt,ő félig angyal volt,,én félig ember, félig gép,éget belül ha rámnéz,kínoz ha lát.,és mégis hagyom, hogy elragadjon és vigyen magával,,minden létező világon át.,Szíven talált, szíven talált,minden szava szíven talált 2x,többé nem gondolok rád,minden szava szíven talált,én többé nem gondolok
,
,
",,
,Tatiana, Bruno,"no es un perro casual, el es espectacular,, el es la envidia de la cuadra pues no existe otro igual., Fue en mi cumpleaños el mejor regalo que me pudo dar mi mamá., Valiente y muy listo es, entiende si hablo en inglés,, se pone loco y muy contento cada vez que me ve., Es la mascota preferida en mi familia lo miman sin parar., El es un perro genial, el es espectacular., ¡Bruno!, eres para mi el número uno, muchos hay mas como tú ninguno, siempre eres el más popular., ¡Bruno!, eres mi mejor amigo Bruno, eres genial, eres espectaculár, siempre te voy a cuidar., Corre y brinca sin parar, también le gusta bailar, cuando lo baño es divertido y me ayuda mi mamá,, el es el perro mas coqueto cuando conmigo se pone a jugar., El es un perro genial, el es espectacular., ¡Bruno!, eres para mi el número uno, muchos hay mas como tú ninguno, siempre eres el más popular., ¡Bruno!, eres mi mejor amigo Bruno, eres genial, eres espectacular, siempre te voy a cuidar. (Coro 2x)
,
,
",,
,Tatiana,Espapirifáctico,"Hola amigos ¿cómo están?, pongan todos atención,, hoy se van a divertir, disfruten mi nuevo show., Primero van a aplaudir, luego vamos a brincar, ahora todos a chiflar, ¡y por último a gritar!, Puedes cantar, bailar, reir, brincar, aplaudir,, no te quedes sentado la cosa es ser feliz,, hay que pasarla bien, ¡será espapirifáctico!, Espapirifácticamente te la vas a pasar, no importa como lo hagas lo vas a disfrutar, hagamos un despipoingue los quiero ver gozar, sin parar., Puedes cantar, bailar, reir, brincar, aplaudir,, no te quedes sentado la cosa es ser feliz,, hay que pasarla bien, ¡será espapirifáctico!, Vengan todos mitoteros, abuelitos y papás, con los niños y las niñas,, ahora juntos ¡sin parar!, Primero van a aplaudir, luego vamos a brincar, ahora todos a chiflar, ¡y por último a gritar!, Espapirifácticamente te la vas a pasar, no importa como lo hagas lo vas a disfrutar, hagamos un despipoingue los quiero ver gozar, sin parar., Puedes cantar, bailar, reir, brincar, aplaudir,, no te quedes sentado la cosa es ser feliz,, hay que pasarla bien ¡será espapirifáctico!, Puedes cantar, bailar, reir, brincar, aplaudir,, no te quedes sentado la cosa es ser feliz,, hay que pasarla bien, ¡será (espapirifáctico! (3x))
,
,
",,
,Tatiana, El Baile De La Gallina,"Vente, vente conmigo, que te voy a enseñar, a bailar este ritmo, que te puede gustar, tómame de la mano y bailaremos el, baile de la gallina, que te quiero enseñar., Ya verás, ya verás, este baile te puede gustar, tú y yo, yo y tú, a bailar, a bailar., Levanta tus brazos ahora, y comienza a aletear, mueve de lado las piernas, las rodillas levantar., ¡Eso es! ¡Eso es!, Aletea y mueve los pies, ¡Ahora sí! ¡Ahora sí!, ¡Aprendí! ¡Aprendí!, El baile de la gallina, el baile de la gallina, bailen los niños y niñas, el baile de la gallina, el baile de la gallina, el baile de la gallina., No te quedes sentado, todos pueden bailar, este baile es muy fácil, te lo voy a enseñar, cuando bailes conmigo quiero que bailes el, baile de la gallina que te quiero enseñar., Ya verás, ya verás, este baile te puede gustar, tú y yo, yo y tú, a bailar, a bailar., Levanta tus brazos ahora, y comienza a aletear, mueve de lado las piernas, las rodillas levantar., ¡Eso es! ¡Eso es!, Aletea y mueve los pies, ¡Ahora sí! ¡Ahora sí!, ¡Aprendí! ¡Aprendí!, El baile de la gallina, el baile de la gallina, bailen los niños y niñas, el baile de la gallina, el baile de la gallina, el baile de la gallina., El baile de la gallina, el baile de la gallina, bailen los niños y niñas, el baile de la gallina, (Na, na, na, na) El baile de la gallina, (na, na, na, na) bailen los niños y niñas, na, na, na, na, na, na
,
,
",,
,Tatiana, Calendario De Amor,"Calendario, calendario de amor,, calendario de amor,, calendario, calendario de amor,, juntos todo el año tu y yo., Enero, rosca de reyes cortamos., Febrero, san velentín celebramos., Marzo, primavera ya nos enamoramos., Abril, conejitos de pascua nos damos., Bien, va bien, y va a estar mejor, siguiendo un calendario, calendario de amor, todo el año, todo el año, tu y yo., Mayo, a tu mamá un regalo llevo yo., Junio, de fiesta vamos a la graduación., Julio, que buena onda el verano llegó., Agosto, en la playa te robaste el show., Bien, va bien, y va a estar mejor, siguiendo un calendario, calendario de amor, todo el año, todo el año, tu y yo., Calendario, calendario de amor,, calendario de amor,, calendario, calendario de amor,, juntos todo el año tu y yo., Septiembre, soy un fuego pero no artificial., Octubre, halloween los brujos en disfraz., Noviembre, como osos vamonos a invernar., Diciembre, tu eres mi regalo en navidad., Bien, va bien, y va a estar mejor, siguiendo un calendario, calendario de amor, todo el año, todo el año, tu y yo., Calendario, calendario de amor,, calendario de amor,, calendario, calendario de amor,, juntos todo el año (tu y yo (3x)).
,
,
",,
,Tatiana, El Piojo Y La Pulga,"El piojo y la pulga se van a casar, y no se han casado por falta de pan, tírolo, tírolo, tiroliroliro, tírolo, tírolo, tiroliroran., Respondió una hormiga desde su hormigal, que se hagan las bodas que yo daré el pan, tírolo, tírolo, tiroliroliro, tírolo, tírolo, tiroliroran., Sera una gran boda, hay que celebrar, el piojo y la pulga, finalmente se casarán., Respondió un lobo desde aquellos cerros, que se hagan las bodas yo soy los becerros, tírolo, tírolo, tiroliroliro, tírolo, tírolo, tiroliroran., Respondió un mosquito de lo alto de un pino, que se hagan las bodas yo les daré el vino, tírolo, tírolo, tiroliroliro, tírolo, tírolo, tiroliroran., Respondió una araña desde su arañal, que se hagan las bodas que yo iré a tocar, tírolo, tírolo, tiroliroliro, tírolo, tírolo, tiroliroran., Respondió una mona desde su nopal, que se hagan las bodas que yo iré a bailar, tírolo, tírolo, tiroliroliro, tírolo, tírolo, tiroliroran., Sera una gran boda, hay que celebrar, el piojo y la pulga, finalmente se casarán., Respondió una rana desde su ranal, que se hagan las bodas que yo iré a cantar, tírolo, tírolo, tiroliroliro, tírolo, tírolo, tiroliroran., Respondió una gata desde la cocina, que se hagan las bodas yo seré madrina, tírolo, tírolo, tiroliroliro, tírolo, tírolo, tiroliroran., Respondió un ratón, de todos vecino, que se hagan las bodas yo seré padrino, tírolo, tírolo, tiroliroliro, tírolo, tírolo, tiroliroran., Ya estando en la boda todos divertidos, saltó la madrina y se comió al padrino, tírolo, tírolo, tiroliroran, tírolo, tírolo, tiroliroliro, tírolo, tírolo, tiroliroran.
,
,
",,
,Tatiana, Estrellita,"(Hablando) Estrellita, estrellita, la primera que yo veo, quiero que seas buena y me concedas un deseo., Estrellita ¿cómo estás?, me pregunto que serás, un diamante debes ser, di si tú me puedes ver., Estrellita si te vas, di que no me olvidarás., Eres la primera que yo veo brillando, concedes los deseos, no existe, una estrella en el cielo que tenga, tu brillo y tus destellos., (Se repite sin intro hablado), (Hablando) ¡Todos juntos!, Eres la primera que yo veo brillando, concedes los deseos, no existe, una estrella en el cielo que tenga, tu brillo y tus destellos., (Se repite parrafo 2 y 3), La primera que yo veo, concedes los deseos, una estrella en el cielo, tu brilo y tus destellos., La primera que yo veo, concedes los deseos, no existe, una estrella en el cielo que tenga, tu brillo y tus destellos., La primera que yo veo, concedes los deseos, una estrella en el cielo...
,
,
",,
,Tatiana, Pollito Chicken,"Pollito chicken, gallina hen, lápiz pencil y pluma pen, ventana window, puerta door, techo ceiling y piso floor., Ha llegado la hora de aprender inglés (2x), si tu abres la mente podrás comprender, y verás tu lo fácil que es hablar inglés., Almohada pillow, cama bed, mesa table y silla chair, dedos fingers, cabeza head, brazos arms y piernas legs., Ha llegado la hora de aprender inglés (2x), si tu abres la mente podrás comprender, y verás tu lo fácil que es hablar inglés., Pollito chicken, gallina hen, lápiz pencil y pluma pen, ventana window, puerta door, techo ceiling y piso floor., Ha llegado la hora de aprender inglés (2x), si tu abres la mente podrás comprender, y verás tu lo fácil que es hablar inglés., Pollito chicken, gallina hen, lápiz pencil y pluma pen, ventana window, puerta door, techo ceiling y piso floor., Ha llegado la hora de aprender inglés (2x), si tu abres la mente podrás comprender, y verás tu lo fácil que es hablar inglés., Esto ha sido todo, lo hicieron muy bien, y aquí terminan las clases de inglés, esto ha sido todo, this is the end, y aquí termina, good bye my friends., Ha llegado la hora de aprender inglés (2x), si tu abres la mente podrás comprender, y verás tu lo fácil que es hablar inglés., Ha llegado ya, de aprender inglés, si tu abres la mente podrás comprender, y verás tu lo fácil que es hablar inglés, ha llegado ya, de aprender inglés...
,
,
",,
,Tatiana, Hockey Pockey,"Agita una mano, agita ahora un pie ,agita la otra mano y también el otro pie ,Bailamos Hockey-pockey y giramos una vez. ,Volvamos a empezar. ,Agita una mano, agita ahora un pie ,agita la otra mano y también el otro pie ,Bailamos Hockey-pockey y giremos otra vez. ,Y ahora vamos a bailar. ,Hockey-pockey ,Agita la cabeza, agita la cintura ,agita las rodillas y movamos la nariz ,Bailamos Hockey-pockey y giremos en un tris. ,Volvamos a empezar. ,Agita la cabeza, agita la cintura ,agita las rodillas movamos la nariz ,Bailamos Hockey-pockey y giremos en un tris. ,Y ahora vamos a bailar. ,Hockey-pockey ,Agita la cabeza, agita la cintura ,agita las rodillas movamos la nariz ,Bailamos Hockey-pockey y giremos en un tris. ,Y ahora vamos a bailar. ,Hockey-pockey ,Movemos los ojitos, luego los cachetes, ,También los hombros mueve ,y las pompis como ves. ,Y bailamos Hockey-pockey y giremos otra vez ,Volvamos a empezar. ,Y amigos ya llegó el final.
,
,
",,
,Tatiana, Martinillo,"Martinillo, martinillo,eres tú, eres tú,toca la campana, toca la campana,ding, dong, dang, ding, dong, dang.,(Hablando) Y ahora en inglés.,Brother John, brother John,where are you? where are you?,morning bells are ringing, morning bells are ringing,ding, dong, dang, ding, dong, dang.,Oigo las campanas repicando alegre en mi corazón,vibran de alegría y la fantasía es la inspiración,oh uh oh, martinillo, martinillo. (4x),(Hablando) Y ahora en francés.,Frere Jaque, frere Jaque,dome vu, dome vu,sona la matina, sona la matina,ding, dong, dang, ding, dong, dang.,Martinillo, martinillo,eres tú, eres tú,toca la campana, toca la campana,ding, dong, dang, ding, dong, dang.,Oigo las campanas repicando alegre en mi corazón,vibran de alegría y la fantasía es la inspiración,oh uh oh, martinillo, martinillo. (7x),Oh, lo encontrarás cerca del sol,y es su melodía un canto al amor,martinillo (3x),oh uh oh, martinillo, martinillo. (2x),Oh, martinillo, mi amigo martinillo,¿dónde estás martinillo?,toca la campana (2x),ding, dong, ding, dong. (2x),Brother John, frere Jaque,¿dónde estás martinillo?,oh, martinillo, mi amigo martinillo,¿dónde estás martinillo?
,
,
",,
,Tatiana, Amo A To,"Amo a to, matarile-lire-rón, (¿que quiere usted? matarile-lire-rón), yo quiero un paje, matarile-lire-rón, (escoja usted, matarile-lire-rón), yo escojo a Rosa, matarile-lire-rón., Matarile-lire-lire, matarile-lire-rón. (3x), (¿Que oficio le pondremos? matarile-lire-rón), le pondremos secretaria, matarile-lire-rón, (ese oficio no le gusta, matarile-lire-rón), le pondremos contadora, matarile-lire-rón, (ese oficio no le gusta, matarile-lire-rón)., Matarile-lire-lire, matarile-lire-rón. (3x), Le pondremos astronauta, matarile-lire-rón, (ese oficio no le gusta, matarile-lire-rón), le pondremos reina hermosa, matarile-lire-rón, (ese oficio si le gusta, matarile-lire-rón)., Matarile-lire-lire, matarile-lire-rón. (3x), (Sigue, sigue) matarile. (3x), Le pondremos reina hermosa, matarile-lire-rón, (ese oficio si le gusta, matarile-lire-rón), celebremos todos juntos, matarile-lire-rón, aquí se acabo este juego, , matarile-lire-rón., Matarile-lire-lire, matarile-lire-rón. (3x), Ay, el matarile, matarile-lire-rón.
,
,
",,
,Tatiana, Pimpon,"Pim Pon es un muñeco muy guapo y de cartón, se lava la carita con agua y con jabón, se desenreda el pelo con peine de marfil, y aunque se de estirones no llora ni hace así., Cuando toma su leche no ensucia el delantal, pues come con cuidado como un buen colegial, apenas las estrellas comienzan a salir, Pim Pon se va a la cama, se acuesta a dormir., Pim Pon dame la mano con un fuerte apretón, que quiero ser tu amiga, Pim Pon, Pim Pon., (Hablando) ¡Fiesta! Acerquense amigos, que les voy a hablar sobre Pim Pon..., Pim Pon es un muñeco muy guapo y de cartón, se lava la carita con agua y con jabón, se desenreda el pelo con peine de marfil, y aunque se de estirones no llora ni hace así., Pim Pon es un muñeco muy guapo y de cartón, se lava la carita con agua y con jabón, se desenreda el pelo con peine de marfil, y aunque se de estirones (no llora ni hace así (2x))., Cuando toma su leche no ensucia el delantal, pues come con cuidado como un buen colegial, apenas las estrellas comienzan a salir, Pim Pon se va a la cama, (se acuesta a dormir (2x))., Pim Pon dame la mano con un fuerte apretón, que quiero ser tu amiga, Pim Pon, Pim Pon, ay mi amigo Pim Pon, amigo Pim Pon, mi amigo (Pim Pon (3x)), mi amiguito Pim Pon.
,
,
",,
,Tatiana, Hey Gato,"Una vez un gato estaba, harto de su horrible callejón, ¡quería viajar!, Consiguió un par de zapatos, pues creía con eso iba a llegar, ¡estaba mal!, Hey gato, búscate un camión que llegue, o si prefieres vete en tren, hey gato búscate un avión que vuele, o en una lancha de motor., ¡Hey gato!, con esos zapatos, no vas a llegar., (Coro 4x), Consiguió un par de zapatos, pues creía con eso iba a llegar, ¡estaba mal!, Hey gato puedes ir en bicicleta, o en un gran barco navegar, puedes subir a una motocicleta, o en submarino bajo el mar., ¡Hey gato!, con esos zapatos, no vas a llegar., (Coro 4x), No, no, no, no, ¡No! ¡No vas a llegar!, No, ¡No vas a llegar!, No vas a llegar, ¡Hey gato!, con esos zapatos, no vas a llegar., (Coro 2x)
,
,
",,
,Tedeschi Trucks Band, Whiskey Legs,"Mother feet aint whiskey legs,Come and let me like a subway train,Read of language fill my ease of pain,Im laughing out loud cause I feel the same,To tell the all,But Im willing to run.,All this crazy,They keep it hangin long.,Looking for smoke darling no joke,Here Bill just come and help me!,Wont leave me alone,Summers past and I lose us .,A slummers call in the . dream.,To tell the all,But Im willing to run.,Over the rivers I go,Time to get me, Im going home,And what is the day? And what is the night?,Dancing the blue to make it alright.,How many dreams will you let full eye?,Before you will choose on the right.,Money feed and whiskey legs,Coming at me like a subway chain,Uh but cross the spirit as a clocks got three,Daddy calls and following me.,Lucky the day when is night,Jumping the blue to make it alright,How many dreams will you let full eye?,Before you will choose on the right.
,
,
",,
,Tedeschi Trucks Band, Idle Wind,"Cant run away and I dont wanna fade,And I dont wanna walk in alone,Cant help the news but I dont fault you,And I brought it all on my own,How I wish I could fly,Like a bird in the summer sky,Just a ship with a sail,In the idle wind, idle wind,Now Ive got things to do and Im telling you,And I dont wanna stay anymore,And I wasnt shy like dream on high,Now Im old and I dont really care,Im just trying to be somebody happy,Im just trying to be somebody smart,How I wish I could fly,Like a bird in the summer sky,Just a ship with a sail,In the idle wind, idle wind,Why dont you sail away with me?,Love tell did I buy you baby,You got me...,Cause in the dim of night,And I sense some hope in the air,Now this warm little world,That must be hear,Must be spook and unprepared,How I wish I could fly,Like a bird in the summer sky,Just a ship with a sail,In the idle wind, idle wind,Idle wind, idle wind
,
,
",,
,Tedeschi Trucks Band, It's So Heavy,"Oh, what have we done?,To this kingdom we proclaim,To be the chosen one,Everything is choosing in each and every domain,Everything is frozen,Burning just the same,Oh, it's so heavy,Oh, it's so heavy,Oh, it's so heavy,I've got let it all,Let it all go,Oh I thought we've passed all the lies,They will come for us with darker mirrors,And paint our skin with colored eyes,Oh I thought we were last the time,When injustice was a leader,Rand liberty last,Oh, it's so heavy,Oh, it's so heavy,Oh, it's so heavy,I've got let it all,Let it all go,Oh, we are marching,We are fighters without a cause,Cause it's easier to be in the crowd,Then cry alone crying out loud,You gotta feel the pain, you got to see the suffering,Gotta hear the cause,Oh, it's so heavy,Oh, mama, don't you know it's so heavy?,Lord it's so heavy,I've got let it all,Let it all go,Oh, it's so heavy,Oh, it's so heavy,Oh, it's so heavy,I've got let it all,Let it all go,Oh, it's so heavy,Lord it's so heavy,Oh, it's so heavy,I've got let it all,Let it all go
,
,
",,
,Tedeschi Trucks Band, Misunderstood,"Things just aren't going nowhere,I've been back and forth through hell,I'm tired of racing idly around the track,For some reason I just keep coming back,Patiently waiting here for your call,While you're tearing away from it all,I might as well be misunderstood,You're not hearing me so good,I might as well be in the dark,You can't see things falling apart, no,It's like a love that you never dared,It's like a pain that I never felt,Go on and cuff me so I can bleed,Just let me have it so I can be free,Patiently waiting here for your call,While you're tearing away from it all,I might as well be misunderstood,You're not hearing me so good,I might as well be in the dark,You can't see things falling apart, no,Rain fell of the things that you have said,Outside you're dry,You thought you had slept so long,Left it all meanwhile,You hear the sound of silence as the marching band goes by,Love you but I'm leaving here,Don't say I didn't try,I might as well be misunderstood,You're not hearing me so good, no,I might as well be in the dark,You can't see things falling apart, no,I might as well be misunderstood,You're not hearing me so good,I might as well be in the dark,You can't see things falling apart,I might as well be misunderstood,'Cause you ain't giving me so good,I might as well be in the dark,Can you see it falling apart?
,
,
",,
,Tedeschi Trucks Band, Do I Look Worried,"Back in the day when I lie,He always find.,Now here you are full around,Out every night.,I don't have to take it anymore,And I'm tired of always keep it slow,All I say,Do I look worried to you?,Oh, do I look worried?,Stand in the face, soldier just claims you were wrong,I try it again, stay 'till the end, but how long?,We've been here so many times,And I know you've spent me so many lies,All I say,Do I look worried to you?,Oh, do I look worried?,Ohh, worried to you,Ohh, 'cause I ain't worried.,Fool me once or twice, you know they say: Shame on you!,Now that I know with the man he's without you,I find my way . be gone,'cause there's nothing seems,All I say,Do I look worried to you?,Oh, do I look worried?,Ohh, worried,,Ohh, 'cause ain't worried,Lord, 'cause I ain't worried,You better, you better be worried,Ohh, I'm worried, worried, worried, worried,Yeah I ain't gonna take it,Anymore,Ohhh!
,
,
",,
,Tedeschi Trucks Band, Love Was Something Else To Say,"I know you know,Right from wrong,It don't change a thing,Just the same old song,But you know I see,You bring it on yourself,When I point at you,It comes back to me,Ain't no reason to hold it all inside,It all makes sense when you realize,Love has something else to say,Then we go changing our minds,Now that we have found our way,Then we go changing our minds,Can't trust your head,Can't trust in him,Can't fight the feeling,That you put away,It's all the same,Always up and down,Ain't nothing changed,Except a change in time,Ain't no reason to hold it all inside,It all makes sense when you realize,Ain't no reason,Ain't no reason to change,When you're on the right track,I know it's hard,I know it's hard to do right,When you want to do wrong
,
,
",,
,Tedeschi Trucks Band, Learn How To Love,"Tired of living without,When others have so much,If I could find someone,To bring that lovin' touch,All this time's been wasted,No more words to spare,And if I knew how to love,I would take you there,I won't let go,I won't give up,I'm gonna learn how to love you,I'm gonna show you somehow,If my time is over,Can I learn how to give?,Can I throw down these chains,And find a new way to live?,I know it won't be easy,All I need is a friend,And with you here by my side,I'm ready to start again,I won't let go,I won't give up,I'm gonna learn how to love you,I'm gonna show you somehow,I will know you,When I see you in my dreams,So take my hand,And follow me to ecstasy
,
,
",,
