album,singer,song,lyric,written_by,genre
,Patty Loveless, Working On A Building,"If I was a sinner, I tell you what I'd do,I'd quit my sinnin' and I'd work on a building too,I'm workin' on a building, I'm workin' on a building,I'm workin' on a building for my Lord, for my Lord,It's a Holy Ghost building, it's a Holy Ghost building,It's a Holy Ghost building for my Lord, for my Lord,If I was a drunkard, I tell you what I'd do,I'd quit my drInkin' and I'd work on a building too,I'm workin' on a building, I'm workin' on a building,I'm workin' on a building for my Lord, for my Lord,It's a Holy Ghost building, it's a Holy Ghost building,It's a Holy Ghost building for my Lord, for my Lord,If I was a preacher, I tell you what I'd do,I'd keep on preachin' and I'd work on a building too,I'm workin' on a building, I'm workin' on a building,I'm workin' on a building for my Lord, for my Lord,It's a Holy Ghost building, it's a Holy Ghost building,It's a Holy Ghost building for my Lord, for my Lord
,
,
",,
,Patty Loveless, Fools Thin Air,"There's a sweet dream on your pillow,There's a sad song in your eyes,There's a sunshine behind a dark cloud,Up above you in fools thin air,She's an old friend,She's a good friend,Hair of golden, eyes of satin,She's a won't be long friend,'Til she's gone and leaves you hangin',In fools thin air,Like a lion rules the jungle,You're just flyin' through fools thin air,That don't mean nothin' when you've got something,That you believe in to get you there,She's an old friend,She's a good friend,Hair of golden, eyes of satin,She's a won't be long friend,'Til she's gone and leaves you hangin',In fools thin air,She'll leave you hangin',In fools thin air
,
,
",,
,Patty Loveless, Big Chance,"Well, there's a boy down Shelby Gap,And I like sittin' on his lap,I'm his gal and he's my man,We been makin' weddin' plans,Brought him home to meet my ma,She raised Cain and dropped her jaw,""Girl, you're crazy as a bat, you ain't gonna marry that"",Looka here mama, looka here daddy,This is my true love, we're gonna get married,Ain't a gonna hem-haw, ain't a gonna tarry,This is my big chance, we're gonna get married,Oh, mama, daddy, can't you see,Holler's closin' in on me,Cousins pourin' down like rain,They're runnin' out of given names,It's so crowded I can't breathe,You need one less mouth to feed,Forty dozen here at home,You won't miss me when I'm gone,Looka here mama, looka here daddy,This is my true love, we're gonna get married,Ain't a gonna hem-haw, ain't a gonna tarry,This is my big chance, we're gonna get married,Oh, he's the prettiest in these hills,I don't hitch him, some gal will,You just messed up my big chance,For married bliss and true romance,Two things y'all don't realize,Shelby boys is mighty shy,And courtin' life is extra hard,If I can't keep 'em in the yard,Oh, another one gone
,
,
",,
,Patty Loveless, Friends In Gloryland,"I leave you with something you can't understand,You can't buy or sell it or hold it in your hands,It's greater than this world of ours or the heavens above,I leave you with feelings of love,It's as free as the wild wind as gentle as a lamb,It fills the angels with envy, it's given free to man,Gives courage to the lion, peace to the dove,I leave you with feelings of love,Feelings of love are what make my love real,Feelings of love are the best things to feel,You gave it to me freely, now I leave it with you,I leave you my feelings of love,It gives man to a woman, gives a woman to her man,It makes friends out of enemy's, it makes our hearts join hands,You gave it to me freely, now I leave it with you,I leave you my feelings of love
,
,
",,
,Patty Loveless, (We Are All) Children Of Abraham,"We are all children of Abraham, Abraham,We are all children of Abraham,Vast as the stars of heaven, Abraham, Abraham,Blessed be ye nations, Abraham,Cross the burnin' sands, Abraham,O'er to Cananns land, Abraham,He kept the course, Abraham,Faithful to the voice, Abraham,Abraham, we are all children of Abraham,Blessed are the nations, Abraham, Abraham,Who honor his creations, Abraham,And then one day, Abraham,He heard God say, Abraham,Leave this land, Abraham,Cross the burnin' sand, Abraham,And you will find, Abraham,Peace of mind, Abraham,That only I, Abraham,Can provide, Abraham,Yes, Abraham, Abraham, Abraham,Found on OldieLyrics.com,So he was blessed, Abraham,By the ultimate test, Abraham,Never doubtful of, Abraham,The living God, Abraham,He heard the call, Abraham,To heed the law, Abraham,Of God above, Abraham,The God of love, Abraham,Abraham, Abraham, we are all children of Abraham
,
,
",,
,Patty Loveless, A Handful Of Dust,"Break us down by our elements,And you might think He failed,We're not copper for one penny or,Even iron for one nail,And a dollar would  be plenty to buy twenty of us,Until true love is added to these handfuls of dust,Handful of dust, handful of dust,Sums up the richest and poorest of us,True love makes priceless the worthless,Whenever it's added to a handful of dust,However small though our worth may be,When shared between two hearts,Is even more than it would ever be,Measured on its own, apart,And our half what it could be is now twice what it was,When true love is added to these handfuls of dust,Handful of dust, handful of dust,Sums up the richest and poorest of us,True love makes priceless the worthless,Whenever it's added to a handful of dust,Handful of dust, handful of dust,Sums up the richest and poorest of us,True love makes priceless the worthless,Whenever it's added to a handful of dust
,
,
",,
,Patty Loveless, Busted,"Well, the bills are all due and the babies needs shoes, we're busted,We've had a hard time since they closed down the mines, we're busted,Got a cow that's gone dry and a hen that won't lay,A big stack of bills that get bigger each day,Tomorrow they'll haul our belongings away, we're busted,Well, our friends are all leavin' this ol' mining town, we're busted,They're headin' up north where there's work to be found and trusted,Lord, I hate to give up this acre of land,It's been in the family since minin' began,But babies get hungry, they don't understand we're busted,We're busted, yes, we're busted,We're headin' up north and we ain't coming back, we're busted,I called brother John, thought I'd ask for a loan, we was busted,Lord, I had to beg like a dog for a bone, but we're busted,Brother John lost his job and his rent's overdue,His wife and his kids are all down with the flu,He said, ""I was thinkin' of callin' on you, I'm busted"",Lord no, my old man's no thief, but a good man turns bad when he's busted,My babies ain't well and it's drivin' me mad 'cause we're busted,Gonna sell that ol' Guernsey and give up this shack,Come on now children, help mama get packed,We're headin' up north and we ain't comin' back, we're busted,We're busted, yes we're busted,We're headin' up north and we ain't coming back, we're busted
,
,
",,
,"Patty Loveless,Hank Williams,Cold, Cold Heart", Cold Cold Heart,"I tried so hard, my dear, to show,That you're my every dream,Yet you're afraid each thing I do,Is just some evil scheme,A memory from your lonesome past,Keeps us so far apart,Why can't I free your doubtful mind,And melt your cold, cold heart?,Another love before my time,Made your heart sad and blue,And so my heart is paying now,For things I didn't do,In anger unkind words are said,That make the teardrops start,Why can't I free your doubtful mind,And melt your cold, cold heart?,You'll never know how much it hurts,To see you sit and cry,You know you need and want my love,Yet you're afraid to try,The more I learn to care for you,The more we drift apart,Why can't I free your doubtful mind,And melt your cold, cold heart?,Why can't I free your doubtful mind,And melt your cold, cold heart?
,
,
",,
,Patty Loveless, Blue Memories,"When I close my eyes,I almost see,The way you look,When you were standing next to me,And I still feel you holdin' me tight,Oh I can hear the laughter,And all the words you whispered in the night,Picture this and paint it blue,A photograph of me and you,Smile has faded with the years,Washed away by all the tears,And when I look,All I see are blue memories,Oh how I remember the time,There was love in your heart,And that love was mine,If I could turn it all 'round again,We'd be lying side by side,And things would be the way,They were back then,Picture this and paint it blue,A photograph of me and you,Smile has faded with the years,Washed away by all the tears,And when I look,All I see are blue memories,Picture this and paint it blue,A photograph of me and you,Smile has faded with the years,Washed away by all the tears,And when I look,All I see are blue memories,Blue memories,Blue memories
,
,
",,
,"Patty Loveless,Dallas Frazier,There Goes My Everything", There Goes My Everything,"There goes my only possession,There goes my everything,I hear footsteps slowly walking,As they gently walk across the lonely floor,And a voice that's softly saying,Darling, this will be goodbye forever more,There goes my reason for living,There goes the one of my dreams,There goes my only possession,There goes my everything,As my memory turns back the pages,I can see the happy years we had before,And the love that kept this old heart beating,Has been shattered by the closing of the door,Oh, there goes my reason for living,There goes the one of my dreams,There goes my only possession,There goes my everything,Yes, there goes my everything
,
,
",,
,Patty Loveless, Half Over You,"I've seen rock bottom,And I've sailed to the top,Now I'm somewhere in between,Believe that it's over,But sometimes still blue,There's no place so lonely,As bein' half over you,And I don't feel much like climbin',And I don't want to fall,Here in the middle I don't feel much at all,I've almost accepted the fact that we're through,And there's no place so lonely,As being half over you,I wasn't as bad off,When first you were gone,Misery kept me company,Then I remember the heights,We've been to,There's no place so lonely,As being half over you,And I don't feel much like climbin',And I don't want to fall,Here in the middle I don't feel much at all,I've almost accepted the fact that we're through,And there's no place so lonely,As being half over you,There's no place so lonely,As being half over you...
,
,
",,
,"Patty Loveless,Hank Locklin,Please Help Me, I'm Falling", Please Help Me I'm Falling,"Please help me, I'm falling,In love with you,Close the door to temptation,Don't let me walk through,Turn away from me, darling,I'm begging you to,Please help me, I'm falling,In love with you,I belong to another,Whose arms have grown cold,But I promised forever,To have and to hold,I can never be free, dear,But when I'm with you,Oh, I know that I'm losing,The will to be true,Please help me, I'm falling,And that would be sin,Close the door to temptation,Don't let me walk in,For I mustn't want you,But, darling, I do,Please help me, I'm falling,In love with you,Please help me, I'm falling,In love with you
,
,
",,
,"Patty Loveless,George Jones", Color Of The Blues,"Up above me are the skies,Like a twinkle in your eyes,There things are the color of the blues,In the mail your letter came,Pink and paper looked the same,Blue must be the color of the blues,Blue birds singing in the trees,Seems to sympathize with me,For he's not singing like he use to do,The pretty water in the sea,Still as cold as when you left me,Yes blue must be the color of the blues.,There's a rainbow over head,With more blue than gold and red,Blue must be the color angels choose,And the blue look that you wore,When you left to return no more,Blue must be the color of the blues.,Blue days come and blue days go,How I feel nobody know's,Life is pretty empty without you,There's a blue note in each song,That I sing since you are gone,Blue must be the color of the blues,Yes blue must be the cloor of the blues.
,
,
",,
,"Patty Loveless,I Forgot More Than You'll Ever Know", I Forgot More Than You'll Ever Know,"I forgot more than you'll ever know about him,Now you think you know the smile on his lips,The thrill at the touch of his fingertips,But I forgot more than you'll ever know about him,Now you think you'll find a heaven of bliss,In each caress, each tender kiss,But I forgot more than you'll ever know about him,You stole his love from me one day,You didn't care how you hurt me,But you can never steal away memories of what used to be,You think he's yours to have and to hold,Someday you'll learn when his love grows cold,But I forgot more than you'll ever know about him,Now you think he's yours to have and to hold,Someday you'll learn when his love grows cold,But I forgot more than you'll ever know,I forgot more than you'll ever know about him
,
,
",,
,"Patty Loveless,Webb Pierce,There Stands the Glass", There Stands The Glass,"There stands the glass,That will ease all my pain,That will settle my brain,It's my first one today,There stands the glass,That will hide all my tears,And that will drown all my fears,Brother, I'm on my way,I'm wondering where you are tonight,I'm wondering if you all right,I wonder if you think of me,In my misery,There stands the glass,I fill it up to the brim,Till my troubles grow dim,It's my first one today,I'm wondering where you are tonight,I'm wondering if you all right,I wonder if you think of me,In my misery,There stands the glass,I fill it up to the brim,Till my troubles grow dim,It's my first one today,There stands the glass
,
,
",,
,"Patty Loveless,Conway Twitty", Next In Line,"See him there at the table,Watch him tear at the label,From the bottle that he just drank dry,And in his mind there's a burning,It took a long time but he's learning,And just look at the teardrops he's cried.,Everybody know's I love him,But his mind is on another,And just look at what she's done to his pride,And if he should change his mind,Give up the music and the wine,I'll be standing by to be the next in line.,I know his favorite song so well,And he's happy I can tell,Just as long as he can hear the jukebox play,So I'll keep playing it light I'll spend every dime I have,To keep him happy in my own kind of way.,Everybody know's I love him,But his mind is on another,And just look at what she's done to his pride,And if he should change his mind,Give up the music and the wine,I'll be standing by to be the next in line,Yes I'll be standing by to be the next in line.
,
,
",,
,Manel, Un directiu em va acomiadar,"Un cop a la setena planta vaig saludar a la secretaria,I hauria pogut fotre amb el peu la porta avall,,Cridar: “he sentit que hem de parlar, doncs parla!”,O dir: “em sap greu, però t’equivoques i del tot,,no has calculat que estic molt boig! En guàrdia, en guàrdia!”,Quan vaig fer d’home respectable,Que entén que són coses que passen...,I un directiu, un directiu, em va acomiadar.,I un directiu, un directiu, em va acomiadar.,I hauria pogut portar un barret ben divertit,,Reptar-lo a un duel i requerir l’espasa.,O estirar-me dels cabells com posseït,,Notar-lo ben acollonit, mirant-me, mirant-me.,Quan acceptava i assentia,El senyor obedient que porto a dintre...,I un directiu, un directiu, em va acomiadar.,I un directiu, un directiu, em va acomiadar.,Jo l’obeïa i em va acomiadar!,I em va acomiadar, i em va acomiadar, i em va acomiadar!,I aquest va ser el punt i final,D’aquest vell conte al•lucinat,Que ensenyarà potser als petits,I distraurà, esperem, als grans.,I aquí s’acaba la funció,,El directiu i el nostre heroi,Us saluden, us saluden.
,
,
",,
,Manel, Fes-me petons,"Surt d’entre la turba, distingeix-te entre els caps.,Quan ja siguis a prop busca’m els ulls,,Saluda utilitzant un dels teus trucs.,Permet-me sentir el so d'alguna veu,Dient el meu nom per primer cop,I fes-me petons, desconegut, fes-me petons.,Vine’m a veure amb un somriure misteriós,Que m'he posat el vestit brodat de flors.,Fes-me petons, fes-me petons.,Sé que vius a les places, les tavernes i els parcs.,Agafa'm la mà i juguem al joc,De que podríem arreglar-ho tot...,Recorda el so gloriós que fan les veus,Dient el teu nom per primer cop.,I fes-me petons, desconegut, fes-me petons.,Entra al meu dia mig valent i mig nerviós,,Nota a les mans com en tremola tot el cos,I fes-me petons, fes-me petons.,Potser ara fa temps que no ha sortit,però ho porto a dins, però ho porto a dins,,però ho porto a dins, però ho porto a dins,,però ho porto a dins...
,
,
",,
,"Patty Loveless,Vince Gill,The Everly Brothers", Sleepless Nights,"Through the sleepless nights I cry for you,And wonder who is kissing you,Oh, these sleepless nights will break my heart in two,Somehow through the day I don't give in,I hide the tears that wait within ,Oh, but through these sleepless nights I cry again,Why did you go? Why did you go? ,Don't you know, don't you know I need you?,Through the sleepless nights I cry for you,And wonder who is kissing you ,Oh, these sleepless nights will break my heart in two,Why did you go? Why did you go? ,Don't you know, don't you know I need you?,I keep hoping you'll come back to me,Oh, let it be, please let it be,Oh, my love, please end these sleepless nights for me,These sleepless nights will break my heart ,Oh, these sleepless nights will break my heart in two
,
,
",,
,Manel, Imagina't un nen,"Imagina’t un nen que juga a pilota,Amb el pare fent de porter.,És diumenge al matí, són a un patí d’escola,I no hi ha ningú al carrer.,I de lluny des del cel, ells no ho veuen,,Però hi ha una cosa que es mou.,Només se senten les bromes del pare,,Rialles del nen que fa gol.,I una ombra els tapa el sol lentament,I del cel baixa un còndor gegant,I envolta amb les urpes l’espatlla del nen,I se l’emporta volant.
,
,
",,
,Manel,Desapareixíem lentament,"Vaig entrar a la festa,,L’amfitrió em va presentar els convidats.,Vaig cridar: “he vingut a començar de zero”,Vaig acomodar-me en un sofà.,Des de la finestra es veia el parc on s’avorrien uns adolescents.,Vaig pensar: “On dorm? Què veurà quan es llevi?”,Mentre desapareixíem lentament.,Vaig comprar-me un saldo de trompeta, assajàvem cada nit.,Estava bé tocar, però preferia barallar-me amb els veïns.,Ah! Mireu, un mi major volant, escapant-se per damunt del celobert.,Vaig escriure-li alguna cançó, i què?,Mentre desapareixíem lentament.,Vaig pujar a un arbre amb l’ambició de veure el Llobregat,,Les banques eren guerxes i del pes se’m van tombí tombà.,Les noies joves de la vila se’m van quedar mirant de lluny, rient.,Ah! La vida podia ser difícil,Mentre desapareixíem lentament.,Vaig trobar una dona, vam llogar un apartament prop de Gavà.,Què vam ser ella i jo tot aquell temps em temo que no us ho sabré explicar.,Mai vaig dir-li en què pensava l’hemisferi més cabró del meu cervell..,Una brisa fresca, la platja deserta,,Mentre desapareixíem lentament.,L’ajudant del mag va treure el vel i allà seguíem, morts de fred.,El públic, amb raó, emprenyat reclava que li tornessin els diners.,El productor abraçava la cartera i deia: “Paciència senyors meus!,Les paraules màgiques funcionen,,Però aquest parell desapareixen lentament”,El del teatre reclamava calma dient:,“Tranquils, res és tant curt ni net.,Les paraules màgiques funcionen,,Però aquest parell desapareixen lentament”
,
,
",,
,Manel, Deixar-te Un dia,"Ja declinava el vespre que tu deus haver oblidat,,Caminàvem rumb a casa, el sol s'amaga entre terrats.,La teva veu sonava lluny, com el xiulet de trens perduts,,Com la remor d'un riu nascut en cims nevats, muntanya amunt.,I aquella idea il•legal m'anava inundant el cap.,M'hauràs de disculpar amor meu,Que vaig pensar deixar-te un dia,,Abandonar-te a la teva sort...,Només esperava en silenci que es presentés el moment,De fer-ho volar tot pels aires, fent veure que era un accident.,Diria unes paraules greus mirant a l'infinit.,Les sentia dins la boca tenses, preparades per sortir.,Venien frases solemnes que ens matarien com un poltre coix.,Venia a arrossegar el cos mort del nostre amor,Fins a un racó discret per amagar-lo entre les flors.,Però s'ha vist que aneu predicant pels carrers,Que l'amor es transforma amb els anys.,Veniu urgent a explicar-nos si es transforma tant,,Si es transforma tant, si es transforma tant,,Si es transforma tant!,Ja s'intuïa a l'horitzó la costa verge d'un nou mon,,Ja em desplaçava més lleuger alliberat del pes del teu amor.,Ja se sentia algú rient, l'escalfor d'una altra gent,,Un altre cos, una altra veu capaç de fer-me més content.,Ja m'allunyava caminant mirant als ulls als vianants.,""Sabeu el meu futur?,Avui m'he disparat amb munició de plata apuntant directe al cor."",En aturar-nos per creuar vas agafar-me la mà.,Vaig tornar una bola rasa a un nen que jugava en un portal.,""No ho expliquis a ta mare que es curtirà el proper Nadal""
,
,
",,
,Manel, Banda De Rock,"Què se n'ha fet d'aquella banda de rock, saps quina dic?,Els han posat aquest matí...,Creus que els faria gràcia saber,Que amb tant de temps, des de tant lluny,,Pensem en ells?,Què va passar-li a aquella banda de rock?,Potser una nit van fer un concert final molt trist...,O van mirar-se després d'un assaig lent i infernal,I ho van saber, i ho van notar...,Creus que hi ha dies que els ballen pel cap,Melodies rabioses per ser una cançó,I si ets a prop els sents xiular?,I gairebé res ha canviat, només que ara ja no les fan.,Es trucarà aquella banda de rock?,Seran amics? S'agradaran en els seus discs?,Creus que a vegades es treuen els acords d'aquells grans hits,I els van cantant pel passadís?,Sospitarà aquella banda de rock,La força amb que nota a nota els cantàvem a crits?,Sabran que, almenys per tu i per mi, durant un temps,Van fer que tot fos una mica mes divertit?,Què se n'ha fet d'aquella banda de rock?,Què ha transcendit?,Els han posat aquest matí...
,
,
",,
,"Patty Loveless,Don't Let Me Cross Over", Don't Let Me Cross Over,"Don't let rne cross over love's cheating line,I'm tempted my darlin',To steal you away,Don't let me cross over,Stay out of my way,You know that I love you, and I'm not the steahn' kind ,But I'm faced with heartache at love's cheating line,Don't let me cross over love's cheating line,You belong to another and can never be mine,I know one step closer will be heaven divine,Don't let me cross over love's cheating line,I tried to forget you, but what else can I do,When your eyes keep saying that you love me too,I know if I lose you, not a dream do I have left,I don't wanna cheat dear, but I can't help myself,Don't let me cross over love's cheating line,You belong to another and can never be mine,I know one step closer will be heaven divine,Don't let me cross over love's cheating line,Don't let me cross over love's cheating line...
,
,
",,
,Manel, Ja era fort,"Llavors ja era fort i no perdia mai la calma,I em divertia tot i havia après a saludar-te,Content i exhibint la més radiant de les rialles,,Tocant-te com els forts: els essers als que es impossible ferir.,No ploris nen que no sabre què dir,,No ploris nen que ets més bonic quan rius.,Llavors ja era fort i dominava les paraules,I construïa móns perfectes on no m'importava,Ni amb qui has dormit avui ni què faràs demà a la tarda,,Ni penso algunes nits...,Que ets massa semblant a qui busco per mi.,Qui gosarà sentir que el protegeix,La conca d'unes mans mortes de fred?,I el dia va arribar, aquell que amb força ja esperava.,Els que han vingut avui, demà també podran anar-se'n.,No em va caler ni un plor, ni encendre ciris a cap àngel.,Llavors ja era fort, i un fort no t'havia de perseguir...,O és que vostè no està d'acord amb mi?,Qui vol un conte trist per anar a dormir?
,
,
",,
,Manel," Deixa-la, Toni, Deixa-la","Deixa-la, Toni, deixa-la!,No veus que no et convé?,Ningú mereix que et perdis tot el que t'estàs perdent.,Quan vegis que està ben adormida,,Aparta-li els cabells del front per fer un últim petó,I ajusta la porta sabent que estàs fent el millor.,Allunya't, com s'allunya la marea,Quan despulla lentament les roques del penya-segat,I, sense mirar enrere, Toni, deixa-la.,Deixa-la, Toni, deixa-la!,Escolta'ns bé i aprèn!,Ningú mereix que et perdis tot el que t'estàs perdent.,Ja veuràs que quan s'inflin les veles,Com un vell amic, el vent, t'acariciarà la pell,Mentre a terra es va fonent, Toni, tot el que et reté.,No sents les onades que et reclamen?,No veus que et guia el cel constel·lació a constel·lació?,Acosta't a la barca, rema i deixa-la.,Vine, Toni, vine!,Ningú canta tan bé!,Ningú mereix que et perdis tot el que t'estàs perdent.,Tornaràs a sentir sal a les venes,I en llevar-te en algun port, qui sap, potser et preguntaràs,A qui pertany el nom que decora el teu braç.,Creu-nos, Toni, l'aigua encara és fresca,I el sol segueix sortint cada matí a l'horitzó.,Serà més fàcil del que et penses, deixa-la.,Deixa-la, Toni, deixa-la!,Inventa't un món nou i deixa-ho tot a terra,Que, amb la vida, ja en tens prou.,Deixa-la, Toni, deixa-la!,Fes el favor d'estar content,Que, per somriure fent-nos vells,,La vida és suficient.
,
,
",,
,"Patty Loveless,Jedd Hughes", That's All It Took,"That's all it took,The mention of your name,And all my love for you burst into flames,I tried so hard to let you go, but look,How I still tremble at your name,,That's all it took,That's all it took,To make me know that I still care,It seems my heart just can't give up,The dreams we used to share,I tell my friends I'm happy,But they read me like a book,And when today I heard them say your name,That's all it took,That's all it took,To make me yearn for your embrace,I guess I might as well admit,No one can take your place,I fell for you completely,,Sinker line and hook,And when today I heard them say your name,That's all it took,And when today I heard them say your name
,
,
",,
,Manel, El Miquel I L'Olga Tornen,"Calleu, nobles consellers, guardeu-vos la raó que us quedi,I amb un pas viu i decidit, marxeu on sigui que us esperin.,Baixeu les baldes, ajusteu finestres i correu cortines.,Poseu els nens al llit; si dormen, mireu com respiren.,Perquè si és bo o és dolent, no importa molt ara mateix.,Que sembla tan clar que ens equivoquem com que ho anem a fer.,Que sembla tan clar que ens equivoquem com que ho anem a fer!,Voleu, amables pretendents, fins altres braços que us valorin,I pel camí, no pregunteu, deixeu que el nostre amor es fongui.,Guardarem com un tresor les vostres panxes, les carícies,,I ho jurem, per un moment, ens pensàvem que podíem,Però si truca algú, no contesteu, que el cel ja és prou ple de valents.,I sembla tan clar que ens equivoquem com que ho anem a fer!,I sembla tan clar que ens equivoquem com que ho anem a fer!,(Ell: Olga, t'he portat una rosa,Olga: Jo, a tu, unes margarides,Ell: Escolta, estava pensant, aquesta vegada és la bona, no ?,Olga: Va, calla i dóna'm la mà),Guardeu-vos forces, bona gent, potser ens veurem un altre dia.,Sabem que volíeu fer més, però, què hi farem, així és la vida:,T'equivoques d'uniforme i dispares a qui més estimes;,T'equivoques de remei i va i s'infecta la ferida.,I alguna estona, què us penseu?, també ens agrada estar contents.,Però sembla tan clar que ens equivoquem com que ho anem a fer.,Però sembla tan clar que ens equivoquem com que ho anem a fer!,Ai Verge Santa del Roser, volem el just per viure bé!,Però sembla tan clar que ens equivoquem com que ho anem a fer.,Sembla tan clar que ens equivoquem com que ho anem a fer!
,
,
",,
,Manel, Dona estrangera,"El teu avi tenia un bigoti llarg i blanc,i el sucava en cervesa tèbia en tavernes dels Alps.,Pels matins les teves tietes baixen a banyar-se,a una platja escenari de la Segona Guerra Mundial,Dona estrangera,,com em veuen els teus ulls?,Ton pare destil·la prunes i les deixa fermentar,i en fires ex-soviètiques ven licors de vuitanta graus.,Al jardí la teva àvia vesteix quimono blanc,mentre el sol vermell es pon entre les branques d'un bonsai.,Dona estrangera,,com em veuen els teus ulls?,Dona estrangera.,Mentre ballem em mullen les aigües del Rin,,entro amb un tanc rus a Berlín,,m'espanta el teu passat viking.,Mentre ens besem entre copes d'arbres gegants,,ta mare resa a déus estranys,,ton pare educa uns elefants.,Quan fem l'amor dos-cents dansaires otomans,giren contents al meu voltant,somriuen i piquen de mans.,I ens abracem i pujo en un tramvia groc,,passejo entre obres del Barroc,,em perdo en la Terra del Foc.
,
,
",,
,Patty Loveless, He Thinks I Still Care,"Just because I ask a friend about him,Just because I spoke his name somewhere,Just because I rang his number by mistake today,He thinks I still care,Just because I haunt the same old places,Where the memory of him lingers everywhere,Just because I'm not the happy girl I used to be,He thinks I still care,But if he's happy thinkin' I still need him,Then let that silly notion bring him tears,Oh, how could he ever be so foolish?,Oh, where would he get such an idea?,Just because I ask a friend about him,Just because I spoke his name somewhere,Just because I saw him then went all to pieces,He thinks I still care, he thinks I still care
,
,
",,
,Patty Loveless, The Pain Of Loving You,"Oh, the pain of loving you,Oh, the misery I go through,Never knowing what to do,Oh, the pain of loving you,You just can't stand to see me happy,Seems you hurt me all you can,Still I go on loving you,But I never understand,Oh, the pain of loving you,Oh, the misery I go through,Never knowing what to do,Oh, the pain of loving you,To love and hate at the same time,The line between the two is fine,The two have bound me heart and soul,So strong that I can't let you
,
,
",,
,Manel, Al mar,"Tu i jo hem sopat en bons restaurants,,tu i jo hem ballat a la llum d'un fanal,,tu i jo volàvem en un Ford Fiesta groc,,tu i jo hem cantat a la vora del foc.,Tu i jo hem buscat coses similars,,tu i jo hem tingut el cap ple de pardals,,tu i jo dalt de la nòria, tu i jo i la nostra història,,però tu i jo no ens hem banyat mai al mar.,AL mar! Al mar!,Plantem les tovalloles, convido a uns gelats,,juguem a pala grega esquivant passejants,,a l'horitzó es divisen les veles,d'uns nens que fan optimist a la cala del costat.,Dormo una estona, ara que bufa de mar,,així estirada se't veu espectacular,,llarga i blanqueta a la sorra llegint,intrigues vaticanes de final inesperat.,Es abusiva tanta calor,,t'incorpores i et poses bé el banyador,,amb un peu calcules com està l'aigua,i tot està llest per tal que entrem al mar.,AL mar! Al mar!,Així doncs, si un dia véns i passes per aquí,,i si malgrat la feina trobem un matí,,no em perdonaria mai, no podria assumir,,no agafar-te amb la moto i que no féssim camí.,Molt lluny d'aquí, a l'altra banda del món,,hi ha un xiringuito amb quatre pins al fons,,tu i jo asseguts a la barra d'un bar,,sona bona música i som davant del mar.,AL mar! Al mar!
,
,
",,
,Manel, Flor Groga,"Ja sabem com t'agrada aixecar el braç i calcular el pol d'on ve el vent,,Ja hem gaudit de l'estil que exhibeixes quan marxes corrents.,Ja hem entès que ets una ànima errant que abandona les cases quan tothom dorm,,Que t'agrada menjar quan hi ha gana i dormir si ve son.,Però pensa't-ho bé que després, tard o d'hora, sempre arriba el moment,Quan s'obre com una flor rara el penediment,I entens, com si totes les bruixes del món coincidissin llegint-te el futur,,Que és cosa de temps que et sorprenguis pensant que ho tenies,,Que jo creia en tu.,Ja sabem que tres mil aventures bateguen rabioses lluny d'aquest racó,,Que els guerrers s'avorreixen si no hi ha una mica d'acció.,Ja hem previst que només moriràs si algú et clava una daga daurada en el cor,I que on t'enterri una bona gent hi creixerà un roure fort.,I és quasi entranyable que oblidis tan ràpid que sempre arriba el moment,Quan s'obre com una flor groga el penediment.,Si ho saps com si totes les bruixes del món t'estiguessin llençant un conjur,,Una rima ancestral que et farà recordar que ho tenies,,Que jo creia en tu.,Si em llevés i fos rei, reuniria les Corts per incloure en el codi penal,Que es prohibeixi a la gent 'nar pel món buscant res que no pugui anomenar.,Que la por estaria allà però, potser, per variar, aprendríem a passar-la junts,I no et veuria mai més explicant-me que bé estaves quan ho tenies,,Quan jo creia en tu.
,
,
",,
,Manel, La Bola De Cristall,"Mira,,Surt el sol a les ciutats on haguéssim pogut viure,I una llum plena de pau va inundant totes les cuines.,Jo faig pinta de tranquil, i tu sembles tan tranquil·la.,I ens crido: ""Treu-te la disfressa i revela qui ets!,No em crec que sigueu la vida que ens estem perdent"".,Mira,,Tot ha anat segons el pla, quin exemple d'harmonia,,Això és creure en el que un vol i invertir amb saviesa els dies,,Si prens nota, crec que ens surt un bon llibre d'aforismes.,I ens crido: ""Observant-vos les mans, us he vist el truc!,No sou realment la vida que ens hem perdut"".,Mira,,Panderetes, serpentines, apa nena, quines mitges,,Hi som tots, sí, però fixa't bé, com et miro, com em mires.,Va, assumim-ho, els dies bons gairebé som invencibles!,I ens crido: ""Això és lamentable teatre amateur!,I no la vida que se'ns escapa a cada moment"".,Mira,Com els nervis no han pogut, les paraules que buscàvem.,Les diem i no fan por, les diem amb la veu alta:,""Amor meu, sempre hi seré, amor meu, com ho dubtaves?"",I ens crido: ""Ja sé de què aneu i he perdut l'interès!,Que la vida que ens hem perdut simplement no existeix"".
,
,
",,
