album,singer,song,lyric,written_by,genre
,Mandy Moore, Everblue,"Earth doesn't come alone, now does it?,Present perfect tense,So you made yourself a new world,Where even strangers make more sense,I pay the pain up right straight ahead,And with the beat,You can ease yourself into the light,Or keep that record on repeat,What if I loved you?,What if I loved you?,What if I loved you?,Everblue,Everblue,Fought away the sleepless hours,Unsettled dreams will make you keep,You can paint them all your brilliant colors,Just don't fall off into the deep,Happiness is not a burden,Oh, how the pendulum will swing,I have felt the ground, I've seen the seeds,Out of which grew golden wings,What if I loved you?,What if I loved you?,What if I loved you?,Everblue,Everblue,High above the stars are dancin',To a soul, one bird is singin',And if you, my Everblue,What if I loved you?,What if I loved you?,You know I love you,My Everblue,Everblue,Everblue,Everblue
,
,
",,
,"Mandy Moore,I Could Break Your Heart Any Day of the Week", I Could Break Your Heart Any Day Of The Week,"I'll make this painless.,Try to be sweet.,I could break your heart any day of the week.,Squeeze life out of you.,Wrap you in sheets.,I could break your heart any day of the week.,I could break your heart any day of the week.,Monday, Tuesday, Wednesday.,I make you nervous,,Thursday, Friday, Saturday.,Do not disturb you.,Sunday rolls around- but that's another story.,It gets a little boring.,I could break your heart any day of the week.,I hold on to you.,You hold on me,I could break your heart any day of the week.,Let the walls talk.,Let the floorboards creak.,I could break your heart any day of the week.,Those calendar girls they got nothing of me.,I could break your heart any day of the week.,I could break your heart any day of the week.,Monday, Tuesday, Wednesday.,I make you nervous.,Thursday, Friday, Saturday.,Do not disturb you.,Sunday rolls around- but that's another story.,It gets a little boring.,Yeah-yeah. Yeah-yeah.,Monday, Tuesday, Wednesday.,I make you nervous.,Thursday, Friday, Saturday.,Do not disturb you.,Sunday rolls around- but that's another story.,It gets a little boring.,I could turn you on.,I could turn the other cheek.,And it would break your heart,Any day of the week.,And it would break your heart,Any day of the week.,I could break your heart any day of the week.,I could break your heart any day of the week.,I could break your heart any day of the week.
,
,
",,
,Mandy Moore, Bug,"What would happen if I flew to San Francisco,Wouldn't make much sense,From the outside looking in,Coming around again,All the answers,Far too many questions,All the thing we said,Never really put to bed,Coming around again,You know I love you,What am I supposed to do,You're so far away,I stay on track,You're all over the map,Come back to L.A.,You know I love you,What am I supposed to do,I've been here before,I stay on track,You're all over the map,Come back to New York,Is this the only way for us to communicate,I put it in a song,Didn't really take too long,Coming around again,Coming around again
,
,
",,
,Mandy Moore, Love to Love Me Back,"I could handle your tortured heart ,Even piece it together whenever you ripped it apart ,But I can never be that kind of girl,Who absorbs that kind of suffering and turns it into some kind of pearl,I want love to love me back ,I want to two way conversations ,I want love to love me back ,One that can handle any situation ,I want love to love me back ,A sky full of winter stars ,Light up the streets of Manhattan ,Wrapping linens in empty cars ,Stretching in the summer sun ,It's all out in the open; California highway I don't wanna run ,I want love to love me back ,I want to two-way conversations ,I want love to love me back ,One that can handle any situation ,I want love to love me back ,Listen to a distant train ,I wonder where it's going ,Maybe where it's coming from is all the same ,Took some time to find my place ,Where the crows are cryin' ,I don't want somebody filling up these days ,I want love to love me back ,I want to two-way conversations ,I want love to love me back ,One that can handle any situation ,I want love to love me back,I want to two-way conversations,I want love to love me back ,One that can handle any situation,I want love to love me back
,
,
",,
,Mandy Moore, Pocket Philosopher,"Now I am walking on my own two feet,The sun is shining,My shadow is stretched across the street,And I meet the eyes of the stranger, I can't quite place him but I wouldn't replace him,For a second or a minute or an hour of the day,I turn the corner, I was feeling good,All the birds are humming, all the bees are buzzing,And the trees and the leaves, ,Looked a little bit greener,And the air felt cleaner,Yah, I've must been dreaming,For a second or a minute,But maybe that's okay,Hey, come on let's play a song,Two or three or four,Five or if you want more,Or maybe you got somewhere else to be,Be whoever you want to be! ,Whatever you want to see,Whatever you want to see,I was awoken by the morning light,My heart felt happy, I was quiet ready,For the makeup or breakup,Another good reason, ,One that is pleasing,In the world without season,Cuz the truth is not pretty when it hits you in the face,Hey, come on let's play a song,Two or three or four,Five or if you want more,Or maybe you got somewhere else to be,Hey, come on let's play a song,Two or three or four,Five or if you want more,Or maybe I'll just sing myself back to sleep
,
,
",,
,Mandy Moore, Song About Home,"Could I close the door behind me,And lock myself outside alone?,Could somebody please remind me,Why this bird still hasn't still flown,To a treetop on the mountainside,Or joined an arrow in the sky,I know, I know someday I will be home,To many dreams of my house burning,Where I'm the one who struck the match,Try to find the meaning,A life on fire, a bird a will hatch,To a treetop on the mountainside,Or join an arrow in the sky,I know, I know someday I will be home,Oh I am not afraid of alone,No I am not afraid of my own missteps,There's no regrets,At least not yet,Not yet,Took a bus across the country,My bags were full, they weighed me down,And on that trail to California,She'd my skin in every town,To a treetop on the mountainside,And joined an arrow in the sky,I know, I know finally found a home,I know, I know finally found a home,For now,A home,For now
,
,
",,
,Mandy Moore, Fern Dell,"These are the thoughts that keep me up at night ,Asleep with you ,Dull dog bark and no bite ,In love with a fool feasting for my eyes ,Fern Dell ,Fern Dell ,I thought I knew you well ,Follow the kicks and punches with the rest ,Rearrange the furniture hoping it would make more sense ,It didn't make a difference ,It only made a bigger mess ,Fern Dell ,Fern Dell ,I thought I knew you well ,Here he comes along ,Fresh in from the kill ,Blood on the sheet ,Lined up on my windowsill ,Suddenly ,Hollow me ,Regretably you never will ,Fern Dell ,Fern Dell ,Oh ,Fern Dell ,Fern Dell ,I thought I knew you well ,I thought I knew you well
,
,
",,
,Mandy Moore, Gardenia,"Well, I put so much thought into getting ready,Now I know that was the best part,It's so easy to get caught up in what I'm regretting,Forget what I got from a wounded heart,I'm the one who likes Gardenia,I'm the one who likes to make love on the floor,I don't want to hang up the phone yet,It's been good,Getting to know me more,I've been seeing all my old friends in the city,Walking alone in Central Park,Doing all the things that I've neglected,Traded ‘em all in,To be in your arms,I'm the one who likes Gardenia,I'm the one who likes to make love on the floor,I don't want to hang up the phone yet,It's been good,Getting to know me more,Well, I hear my own voice,Sounds so silly,Keep on telling my story all around,Everything I lost seems so different,Well, this is how everybody gets found
,
,
",,
,Mandy Moore, Latest Mistake,"There is part of me that wants an answer,And part of me that doesn't want to know,Part of you that I am in love with,And the part that I am willing to let go,This is a delicate unraveling,Now and then I find pieces on the floor,Tiny little bits that tell me,Maybe I shouldn't do this ,Or love you anymore,Someone's gonna have to fess up,Someone's gonna have to clean this mess up,I wanted you the first time,I loved you for the second,Don't know how that ever goes away,And as far as I can tell,You're really good at talking,I think it's time that you let me know,I'm your latest mistake,Wonder what will make you happy,I wonder what you'll do with it all,I have a map in my head,Somehow still don't understand,Why I always have to miss you,Why I have to make the call,Someone's gonna have to step up,Someone's gonna have to clean this mess up,I wanted you the first time,I loved you for the second,Don't know how that ever goes away,And as far as I can tell,You're really good at talking,I think it's time that you let me know,I'm your latest mistake,Before you drive me away,Take a good look at me, baby,Picture me not lying on your couch,Well, I wish the best for you,Everytime you go through this,Before you finally figure it out,I wanted you the first time,I loved you for the second,Don't know how that ever goes away,And as far as I can tell,You're really good at talking,I think it's time that you let me know,I'm your latest mistake
,
,
",,
,"Mandy Moore,Nothing That You Are", Nothing That You Are,"Somebody told me,They saw you somewhere,Somebody hold me,'Cause suddenly I'm a little cold,Well I must be mistaken,It was somebody else,I know you all too well,Or do I?,I heard you say,We were one and the same,Well, wrong again,I could never do those things you did to me,I will be okay,In time you'll fade,Into the nothing that you are,The nothing you are,Somebody sold me,The same old story,Hadn't you told me,You were there the whole time,Well I must be mistaken,You were somebody else,I hope you burn in hell ,Or do I?,I heard you say,We were one and the same,Well, wrong again,I could never do those things you did to me,I will be okay,In time you'll fade,Into the nothing that you are,The nothing you are,And your mistakes will hunt you down,Eventually,You know that when you hit the ground,Your weakness did you in,And dealt me out,It's ok, I have the truth on my side,I heard you say,We were one and the same,Well, wrong again,I could never do those things you did to me,I will be okay,In time you'll fade,Into the nothing that you are,The nothing you are
,
,
",,
,Mandy Moore, Ladies Choice,"You did everything,I asked you not to,Look where it got you,I'm sure,You heard it before,How could you?,Baby, why would you?,Goodbye, sweetheart,Countdown started,Words are heavy,But I'm far from broken hearted,Goodbye stranger,I'll take the fall,Lies were tempting,You know you never really threw me off at all,Go ahead,Waste your time,Count me out,Take your place at the end of the line,Raise a glass,No surprise,Here's to us at the end of the line (oh),Here's to us at the end of the line,I'll miss the version of you,Who loved me,And all that they don't see,You said you could be good,Somehow you're guilty,And you're not even sorry,Goodbye, sweetheart,Countdown started,Words are heavy,But I'm far from broken hearted,Goodbye stranger ,I'll take the fall,Lies were tempting,You know you never really threw me off at all,Go ahead,Waste your time,Count me out,Take your place at the end of the line,Raise a glass ,No surprise,Here's to us at the end of the line,Here's to us at the end of the line,Go ahead,Waste your time,Count me out,Take your place at the end of the line,Raise a glass ,No surprise,Here's to us at the end of the line,Here's to us at the end of the line
,
,
",,
,Mandy Moore, Can't You Just Adore Her?,"She likes chocolate in the morning,She drinks her coffee late at night,You can sense that she is guarded,But that's alright,She'll fall asleep while your still talking,With unfinished books beside her bed,She'll cancel all of her appointments,And go shopping instead,And in spite of what is right,Far beyond what she'd except,When the moon begs the question,Will you have the answer yet?,Can't you just adore her?,Boy, can't you just adore her?,She loves to watch the sunset,But she is partial to the rain,Those tears and that umbrella,Her allure goes unexplained,You made dinner at your apartment,You'll both assume that she'll be late,She always has the best intentions,'Cause her goodness is innate,And in spite of what is right,Far beyond what she'd except,When the moon begs the question,Will you have the answer yet,Can't you just adore her?,Oh, can't you just adore her?,And in spite of what is right,Far beyond what she'd except,When the moon begs the question,Will you have the answer yet,Can't you just adore her?,Oh, why can't you just adore her?,I like chocolate in the morning,I drink my coffee late at night
,
,
",,
,Mandy Moore, Merrimack River,"Restless to begin,A wave comes crashing in,The band on stage is tuning,Jacarandas are blooming,Your face sketched in the trees,Puts my mind at ease,Beneath the water frozen,The Merrimack River is flowing,Thunder rolling over,Don't say you're not amazed when you know you are,And don't say you're not afraid when you know you are,Rows of boys and girls,Line up to see the world,Candy-coated promise,Just out of reach when you want it,Give me something sweet,Bring me to the brink,I'll leave without hesitation,To a world without limitation,Rock me patient, slowly,Don't say you're not amazed when you know you are,And don't say you're not afraid when you know you are,You know you are,A world that moves too fast,A mouth of broken glass,It may not seem so painful,By January, the rain will swallow,Change will follow,Don't say you're not amazed when you know you are,Don't say you're not afraid when you know you are,You know you are,I know you are
,
,
",,
,Manel,Desapareixíem lentament,"Vaig entrar a la festa,,L’amfitrió em va presentar els convidats.,Vaig cridar: “he vingut a començar de zero”,Vaig acomodar-me en un sofà.,Des de la finestra es veia el parc on s’avorrien uns adolescents.,Vaig pensar: “On dorm? Què veurà quan es llevi?”,Mentre desapareixíem lentament.,Vaig comprar-me un saldo de trompeta, assajàvem cada nit.,Estava bé tocar, però preferia barallar-me amb els veïns.,Ah! Mireu, un mi major volant, escapant-se per damunt del celobert.,Vaig escriure-li alguna cançó, i què?,Mentre desapareixíem lentament.,Vaig pujar a un arbre amb l’ambició de veure el Llobregat,,Les banques eren guerxes i del pes se’m van tombí tombà.,Les noies joves de la vila se’m van quedar mirant de lluny, rient.,Ah! La vida podia ser difícil,Mentre desapareixíem lentament.,Vaig trobar una dona, vam llogar un apartament prop de Gavà.,Què vam ser ella i jo tot aquell temps em temo que no us ho sabré explicar.,Mai vaig dir-li en què pensava l’hemisferi més cabró del meu cervell..,Una brisa fresca, la platja deserta,,Mentre desapareixíem lentament.,L’ajudant del mag va treure el vel i allà seguíem, morts de fred.,El públic, amb raó, emprenyat reclava que li tornessin els diners.,El productor abraçava la cartera i deia: “Paciència senyors meus!,Les paraules màgiques funcionen,,Però aquest parell desapareixen lentament”,El del teatre reclamava calma dient:,“Tranquils, res és tant curt ni net.,Les paraules màgiques funcionen,,Però aquest parell desapareixen lentament”
,
,
",,
,Mandy Moore, Most Of Me,"I'm not ready to confront,I'd rather cement my words this way,This could be the easy road out,But I'm just not all that happy,So I'm writing all this down,And I'll file it in a drawer someday,In lieu of a conversation,We'd probably forget to have anyway,I won't hold anything back,And I won't hold anything in,Feel like I know where this is going,And I might know how it ends,But I'm still,Willing to begin,You should know my story by now,And why I'm optimistic cautiously,I understand it's not your fault,But I'm not takin' anything back,You still end up with,Most of me,I won't hold anything back,And I won't hold anything in,Feel like I know where this is going,And I might know how it ends,But I'm still,Willing to begin,I expect you to fly from NY to LA,And land on my doorstep,And smile at me and say,It was worth it to see most of me,Do you love most of me?,You're just crossing paths,With the way he left me,I'm not sayin' a word,But I'm watching you quietly,You're gonna have to prove me wrong,Before I know this is right,We don't have to decide tonight,Just wait for me patiently,And you'll get all of me,I won't hold anything back,And I won't hold anything in,Feel like I know where this is going,And I might know how it ends,But I'm still,Willing to begin
,
,
",,
,Mandy Moore, Wild Hope,"In the crazy world,Anything can happen,If you will it to,I'm just a hazy girl,Blurring all the edges,Only seeing blue,It's a wild hope,A wild hope,A wild hope,Everything will be alright,Lost inside,A painting of a city on a hotel wall,Days goes by,Wasting golden hours in the fall,It's a wild hope,A wild hope,A wild hope,Everything will be alright,I catch a glimpse of our reflection,Beside you I see myself,We are the season's new collection,We look like everybody else,Walk alone,Through the crowded streets into the fading grey,Here and gone,Like a decoration for the holiday,It's a wild hope,A wild hope,A wild hope,Everything will be alright
,
,
",,
,Mandy Moore, All Good Things,"All good things...,All good things...,All good things...,Not sure where to go,Everybody I know,Says I'm too forgiving,And now that I'm gone,I don't wanna move on,I just keep reliving,All good things,I wish you,All good things,Come to an end,All good things,I wish you well,Lost inside of my head,Empty side of the bed,I feel this place without you,I keep pushing this bruise,'Cause I know I don't wanna lose,What I loved about you,All good things,I wish you,All good things,Come to an end,All good things,I wish you well,I can think of a million ways,You proved you weren't the one,So live inside of your shades of gray,And never mind the sunshine,That I'll find...,I got so much space now,I've got a whole house,With the wind blowing through,I don't need somewhere to hide,I've got this whole world inside,I was accustomed to showing you,All good things,I wish you,All good things,Come to an end,All good things,I wish you well,Oh,All good things...,Oh oh,All good things,Oh oh, oh oh,All good things...,Oh I wish you well...
,
,
",,
,Mandy Moore, Few Days Down,"It's a take-out weekend,It's a fake-out smile and pretend,If nobody sees you cry,You can say it was raining outside,And all that you want,Is a few days down,All that you need,A little time to drown,It's to be expected,With all the weight you carry ‘round,All that you want is,A few days down,It's a short vacation,To a foreign nation,Oh, nothing familiar here,Just you and your lonesome heart complaining,And all that you want,Is a few days down,All that you need,A little time to drown,It's to be expected,With all the weight you carry ‘round,All that you want is,A few days down,I'm looking out,Ten stories high,And like a blanket lifted,The quiet night,The city finally waking up,To the morning light,And all that you want,Is a few days down,All that you need,A little time to drown,It's to be expected,With all the weight you carry ‘round,All that you want is,A few days down
,
,
",,
,"Mandy Moore,Extraordinary", Extraordinary,"I was a daydream,Quiet and unseen,I lived in stories,But inside I kept a mystery,I was a starling,Nobody's darling,Flying in perfect circles ,Just for company,And now I'm ready,And now I'm ready,And now I'm ready to be,Extraordinary,A midnight airplane,A window glowing,I know I am another,Sparkle in the sky,I shine uncovered,Still undiscovered,But you might see me in the corner of your eye,And now I'm ready,And now I'm ready,And now I'm ready to be,Extraordinary,Waking up to a week of Sundays,I've got my own parade,Stopping off at a sidewalk cafe,Wind is playing in the trees ,Kicking up confetti leaves,Seems as if it's all to say,And now I'm ready,And now I'm ready,And now I'm ready to be,Extraordinary
,
,
",,
,Manel, Ja era fort,"Llavors ja era fort i no perdia mai la calma,I em divertia tot i havia après a saludar-te,Content i exhibint la més radiant de les rialles,,Tocant-te com els forts: els essers als que es impossible ferir.,No ploris nen que no sabre què dir,,No ploris nen que ets més bonic quan rius.,Llavors ja era fort i dominava les paraules,I construïa móns perfectes on no m'importava,Ni amb qui has dormit avui ni què faràs demà a la tarda,,Ni penso algunes nits...,Que ets massa semblant a qui busco per mi.,Qui gosarà sentir que el protegeix,La conca d'unes mans mortes de fred?,I el dia va arribar, aquell que amb força ja esperava.,Els que han vingut avui, demà també podran anar-se'n.,No em va caler ni un plor, ni encendre ciris a cap àngel.,Llavors ja era fort, i un fort no t'havia de perseguir...,O és que vostè no està d'acord amb mi?,Qui vol un conte trist per anar a dormir?
,
,
",,
,Mandy Moore, Looking Forward,"Drove to a house in the hills where I wanted to be,The lights were all on and I knew you were waiting for me,And that road became familiar,Like a mystery shape of your heart,And I know,You love me in your way,I'm looking forward to looking back on these days,And I'm fine,But I'm not okay,I'm looking forward to looking back on these days,The fog in the morning that clouded the world that we knew,It was almost enough being lonely and living for you,And the rain came to our window,And I wish I could've stayed,And I know,You love me in your way,(You love me in your way),I'm looking forward to looking back on these days,And I'm fine,But I'm not okay,(I'm fine, but I'm not okay),I'm looking forward to looking back on these days,Let it go,Let it go, sunshine,Now you know,Now you know its time,It's time,You were asleep while I gathered my things in the dark,The burns on my fingers were all that was left of the spark,I didn't want to wake you,'Cause I knew I couldn't say,That I know,You love me in your way,(You love me in your way),I'm looking forward to looking back on these days,And I'm fine,But I'm not okay,(I'm fine, but I'm not okay),I'm looking forward to looking back on these days,I'm looking forward to looking back on these days
,
,
",,
,"Mandy Moore,Jason Mraz", Slummin' In Paradise,"I'm a long way off,But I'm still around,Sitting on the couch,I'm watching you,And if I take my time,All the others give in,You still feel like you're standing in line,I just know that you're worth the wait,It's of no concern,It's a risk I'd gladly take,From time to time,Don't worry about yourself at all,I'll hang your work up on my wall,Hose you down and dress you up real nice,With some brand new plans and a fancy car,Try to place your superstar,'Cause you can tell the story of your life,Without slummin' in paradise,I wonder how you feel,Or do I?,Standing on the corner,How's your view?,From the other side,Mr. Right,It's not a pretty sight alone,Don't worry about yourself at all,I'll hang your work up on my wall,Hose you down and dress you up real nice,You won't often see this letter,Handed over right away,I know the first time I found you wonderful,Don't worry about yourself at all,I'll hang your work up on my wall,Hose you down and dress you up real nice
,
,
",,
,Manel," Deixa-la, Toni, Deixa-la","Deixa-la, Toni, deixa-la!,No veus que no et convé?,Ningú mereix que et perdis tot el que t'estàs perdent.,Quan vegis que està ben adormida,,Aparta-li els cabells del front per fer un últim petó,I ajusta la porta sabent que estàs fent el millor.,Allunya't, com s'allunya la marea,Quan despulla lentament les roques del penya-segat,I, sense mirar enrere, Toni, deixa-la.,Deixa-la, Toni, deixa-la!,Escolta'ns bé i aprèn!,Ningú mereix que et perdis tot el que t'estàs perdent.,Ja veuràs que quan s'inflin les veles,Com un vell amic, el vent, t'acariciarà la pell,Mentre a terra es va fonent, Toni, tot el que et reté.,No sents les onades que et reclamen?,No veus que et guia el cel constel·lació a constel·lació?,Acosta't a la barca, rema i deixa-la.,Vine, Toni, vine!,Ningú canta tan bé!,Ningú mereix que et perdis tot el que t'estàs perdent.,Tornaràs a sentir sal a les venes,I en llevar-te en algun port, qui sap, potser et preguntaràs,A qui pertany el nom que decora el teu braç.,Creu-nos, Toni, l'aigua encara és fresca,I el sol segueix sortint cada matí a l'horitzó.,Serà més fàcil del que et penses, deixa-la.,Deixa-la, Toni, deixa-la!,Inventa't un món nou i deixa-ho tot a terra,Que, amb la vida, ja en tens prou.,Deixa-la, Toni, deixa-la!,Fes el favor d'estar content,Que, per somriure fent-nos vells,,La vida és suficient.
,
,
",,
,Manel," Ai, Yoko","No haurà estat senzill venir fins aquí,,És espantós com la gent parla!,Tot i que de lluny sempre m'has semblat,Prou forta per no amargar-te.,Jo et reconec que em van convèncer amb facilitat.,No ho vaig pensar, però ara confio que em comprendràs.,I és que des de mon pare al que deien de tu a la televisió,,Entre la teva veure tan prima i el teu tambor.,Des de la teva cara estranya, com d'aparició,,Fins als barrets tan arriscats i Def Con Dos...,Però avui he entès que us estimàveu,Com molts no haurem estimat mai.,Però avui he entès que us estimàveu...,Per molt que ho intenti hi ha coses que no puc canviar,,Per molt que m'hi esforci he anat predicant tantes barbaritats...,I és que si en general tots els canvis ja em posen tan nerviós,,Entre cançons plenes de xiscles i el teu maleït tambor,,I entre la teva cara rara, que de nen em feia por,,Era tan fàcil que et donessin la culpa de tot...,Però avui he entès que us estimàveu,Com molts no haurem estimat mai.,Però avui he entès que us estimàveu...,I t'ho explico així, covard, aprofitant que ell no ens sent,Que davant d'aquell gran home, ho reconec ara mateix,,Ja veuríem qui seria el guapo que et cantés!,Ja veuríem qui seria el guapo que et cantés!
,
,
",,
,Manel, El Miquel I L'Olga Tornen,"Calleu, nobles consellers, guardeu-vos la raó que us quedi,I amb un pas viu i decidit, marxeu on sigui que us esperin.,Baixeu les baldes, ajusteu finestres i correu cortines.,Poseu els nens al llit; si dormen, mireu com respiren.,Perquè si és bo o és dolent, no importa molt ara mateix.,Que sembla tan clar que ens equivoquem com que ho anem a fer.,Que sembla tan clar que ens equivoquem com que ho anem a fer!,Voleu, amables pretendents, fins altres braços que us valorin,I pel camí, no pregunteu, deixeu que el nostre amor es fongui.,Guardarem com un tresor les vostres panxes, les carícies,,I ho jurem, per un moment, ens pensàvem que podíem,Però si truca algú, no contesteu, que el cel ja és prou ple de valents.,I sembla tan clar que ens equivoquem com que ho anem a fer!,I sembla tan clar que ens equivoquem com que ho anem a fer!,(Ell: Olga, t'he portat una rosa,Olga: Jo, a tu, unes margarides,Ell: Escolta, estava pensant, aquesta vegada és la bona, no ?,Olga: Va, calla i dóna'm la mà),Guardeu-vos forces, bona gent, potser ens veurem un altre dia.,Sabem que volíeu fer més, però, què hi farem, així és la vida:,T'equivoques d'uniforme i dispares a qui més estimes;,T'equivoques de remei i va i s'infecta la ferida.,I alguna estona, què us penseu?, també ens agrada estar contents.,Però sembla tan clar que ens equivoquem com que ho anem a fer.,Però sembla tan clar que ens equivoquem com que ho anem a fer!,Ai Verge Santa del Roser, volem el just per viure bé!,Però sembla tan clar que ens equivoquem com que ho anem a fer.,Sembla tan clar que ens equivoquem com que ho anem a fer!
,
,
",,
,Manel, Al mar,"Tu i jo hem sopat en bons restaurants,,tu i jo hem ballat a la llum d'un fanal,,tu i jo volàvem en un Ford Fiesta groc,,tu i jo hem cantat a la vora del foc.,Tu i jo hem buscat coses similars,,tu i jo hem tingut el cap ple de pardals,,tu i jo dalt de la nòria, tu i jo i la nostra història,,però tu i jo no ens hem banyat mai al mar.,AL mar! Al mar!,Plantem les tovalloles, convido a uns gelats,,juguem a pala grega esquivant passejants,,a l'horitzó es divisen les veles,d'uns nens que fan optimist a la cala del costat.,Dormo una estona, ara que bufa de mar,,així estirada se't veu espectacular,,llarga i blanqueta a la sorra llegint,intrigues vaticanes de final inesperat.,Es abusiva tanta calor,,t'incorpores i et poses bé el banyador,,amb un peu calcules com està l'aigua,i tot està llest per tal que entrem al mar.,AL mar! Al mar!,Així doncs, si un dia véns i passes per aquí,,i si malgrat la feina trobem un matí,,no em perdonaria mai, no podria assumir,,no agafar-te amb la moto i que no féssim camí.,Molt lluny d'aquí, a l'altra banda del món,,hi ha un xiringuito amb quatre pins al fons,,tu i jo asseguts a la barra d'un bar,,sona bona música i som davant del mar.,AL mar! Al mar!
,
,
",,
,Manel, La Bola De Cristall,"Mira,,Surt el sol a les ciutats on haguéssim pogut viure,I una llum plena de pau va inundant totes les cuines.,Jo faig pinta de tranquil, i tu sembles tan tranquil·la.,I ens crido: ""Treu-te la disfressa i revela qui ets!,No em crec que sigueu la vida que ens estem perdent"".,Mira,,Tot ha anat segons el pla, quin exemple d'harmonia,,Això és creure en el que un vol i invertir amb saviesa els dies,,Si prens nota, crec que ens surt un bon llibre d'aforismes.,I ens crido: ""Observant-vos les mans, us he vist el truc!,No sou realment la vida que ens hem perdut"".,Mira,,Panderetes, serpentines, apa nena, quines mitges,,Hi som tots, sí, però fixa't bé, com et miro, com em mires.,Va, assumim-ho, els dies bons gairebé som invencibles!,I ens crido: ""Això és lamentable teatre amateur!,I no la vida que se'ns escapa a cada moment"".,Mira,Com els nervis no han pogut, les paraules que buscàvem.,Les diem i no fan por, les diem amb la veu alta:,""Amor meu, sempre hi seré, amor meu, com ho dubtaves?"",I ens crido: ""Ja sé de què aneu i he perdut l'interès!,Que la vida que ens hem perdut simplement no existeix"".
,
,
",,
,Manel, Criticarem Les Noves Modes De Pentinats,"Vindran els anys i, amb els anys, la calma,Que et pintarà als ulls una mirada suau.,Et faran fer un pas i, després, un altre,,Seràs tota una experta a tirar endavant.,Amb tant de temps hauràs trobat un lloc agradable,,O ja estaràs un pèl mandrosa per buscar.,Rebràs tracte de senyora, o de iaia estranya,Que té acollonits tots els nens del veïnat.,I seràs un sac de mals o seràs una roca.,I els moments de mirar enrere et faran gràcia i et faran mal.,I potser no seré el teu amic,,Ni tindré res a veure amb si ets o no ets feliç.,Ja em veig de record mig trist que se't creua pel cap,Una mala tarda.,I potser dormiré abraçadet,A una dona a qui quasi no hauré explicat qui ets.,Potser tindrem néts malparits que se'n fotin de mi,Quan no m'enteri de les coses.,Però, quan seré vell, seguiré cantant-te cançons, igual.,Caminaré lent i m'asseuré, a vegades, als bancs.,Verset a verset convocaré el teu cos llarg i blanc,I em podran veure somriure una mica per sota del nas.,Que vinguin els anys! Aquí em té la calma!,Que em jugo amb la decadència de la carn,Que un raconet del menjador farà d'escenari,I que ningú sospitarà de qui estic parlant.,I que, quan seré vell, seguiré cantant-te cançons, igual.,No sé si estaré per garantir-te una gran qualitat,Però creuré en un verset i em distrauré intentant-lo allargar,I em podran veure somriure una mica per sota del nas,,I em podran veure somriure una mica per sota del nas.
,
,
",,
,Manel, El gran salt,"He fet un salt, un salt estrany,Que ens ha aixecat més de tres pams.,Sortia fum, tan dens i blanc,,I a dins tu i jo i el meu gran salt.,Teníem por mirant a baix,,Teníem por i ens hem quedat,Mig abraçats, sentint el salt,Regalimant-me entre les mans.    ,Els testimonis oculars,Diuen ""quin salt, carai quin salt!"";,Les mares diuen als infants,""no us apropeu, que ha fet un salt!"".,Érem tu i jo amb el món a part,I ara és el món que ens salvarà,Entre les runes d'aquest salt,,Que érem tu i jo i ja no ho som tant.,Que això nens cau, que això nens cau!,Crido el teu nom entre el fum blanc.,""Agafa't fort i, si pots, cau,Amb els dos peus i en un lloc pla"".,I mereixíem un comiat,Més digne de ser recordat,I no aquest veure'ns destrossats,Per la força de la gravetat.,Tu, saltador que saltes salts!,Tu, grimpador professional!,Tu, amic per sempre ambulant   ,Que et defineixes pels teus salts!,Que fàcil tot! Que bé que estàs!,En els teus ulls il·luminats,Ja s'intueix la immensitat,De tot un món al teu abast.,La nit caurà, la nit caurà,,La nit caurà i desplegaràs,Un somni dolç i atrotinat,Dels saltadors que salten salts.,I fins demà, i fins demà,,I, a fora, hi bufa un vent tan suau,,I el saltador s'adormirà,Fent cara de res,,Fent cara de salt.
,
,
",,
