album,singer,song,lyric,written_by,genre
,Anthony Hamilton, Magnolia,"Hello, hello, hello,Hello, hello,Hello,(Hello),It's been awhile since I've seen your smile,I've had my eyes wide open for the longest time,Hopefully I'd see you on TV or a motion movie,The strangest thing happened to me just the other day,I heard a voice and I called out your name,As a speeding cab pulled off from me, from me,Been a while since I seen your smile,And I don't know when I'll see you again, hopefully soon,In old magnolia's room where I will be waiting,The chances are you picked up, packed up, didn't go real far,Maybe you're resting on the other side of town,Hopefully waiting to be found, be found,The strangest thing happened to me just the other day,I saw your picture and I called out your name,As a speeding cab pulled off from me, from me,Been awhile since I seen your smile,And I don't know when I'll see you again, hopefully soon,In old magnolia's room where I will be waiting, waiting for you,Been awhile since I seen your smile,And I don't know when I'll see you again, hopefully soon,In old magnolia's room where I will be waiting for you, for you,I would swim cross the ocean, fly cross the widest sea for you,There ain't nothing in the world I won't give to make you happy,I gave up my night life to be by your side,Only if it will bring you home to me,Been awhile since I seen your smile,And I don't know when I'll see you again, hopefully soon,In old magnolia's room where I will be waiting,I will be waiting, baby,I will be waiting,Been awhile since I seen your smile,And I don't know when I'll see you again, hopefully soon,In old magnolia's room where I will be waiting,Been awhile since I seen your smile,And I don't know when I'll see you again, hopefully soon,In old magnolia's room where I will be waiting,Been awhile since I seen your smile,And I don't know when I'll see you again, hopefully soon,In old magnolia's room where I will be waiting,Oh, magnolia's room is getting kinda cold,And you've been gone too long, too long,And I'm going crazy baby, yeah, yeah, yeah
,
,
",,
,Anthony Hamilton, Glad U Called,"Well, well, yea-yea,,Oooh, ahh (well, well),Ooooooh, ahhhhh, oooooh,,I was sittin here thinkin about,,How much it just aint workin out,,I been workin on a 9-3,,And its gettin the best of me,,All people really talkin about,,How much shit is goin down south,,I was thinkin of startin a new life,,But I got hungry mouths to feed,,(Hook),Don't feel good to me (oh,no),,I'm down, I'm tired, Debatin,,And it don't feel good to me (oh,no),War, Famine, diseases.,(Chorus),I'm glad that you called when you called me,,Cause you stopped me from doin' somethin awful,,Cause I been sittin and contemplatin,,Of takin this life away from me,,I'm glad that you called when you called me,,Cause you stopped me from doin' somethin awful,,Cause I'm so sick, sick and tired of,,All that this world is offerin.,I was thinkin I was so fucked up,,How my old lady packed on up,,And toook everrything,,Left me in church beggin for the offering,,Never thought I'd have to kiss so much ass,,Survivin off of bread and molasses,,I'm glad I had an angel and a dream,,And I'm so tired of smokin weed.,(Hook),Don't feel good to me, (oh,no no no),I'm tired, angry, and debatin,,And it don't feel good to me (oh,no no),War, Famine, diseases,(Chorus),I'm glad that you called when you called me,,Cause you stopped me from doin' somethin awful,,Cause I'm waitin and debatin,,Of takin this life away from me,,I'm glad that you called when you called me,,Cause you stopped me from doin' somethin awful,,Cause I'm so sick, sick and tired of,,All that this world is offerin.,I'm glad that you called when you called me,,Cause you stopped me from doin' somethin awful,,Cause I'm so sick, sick and tired of,,All that this world is offerin.,I'm glad that you called when you called me,,Cause you stopped me from doin' somethin awful,,Cause I'm so sick, sick and tired of,,All that this world is offerin.,I'm goin where through this real craft,,Got a motherfucker feelin real bad,,I looked twice at the gun on the dash,,And started cryin,,Got a motherfuckin among the riff raff,,I swear I'm feelin real bad,,I looked twice at the gun on the dash,,And said ""It aint worth dyin!"",Somebody out there hear me,,If I can do it you can too,,It's all up to you, you
,
,
",,
,Anthony Hamilton, Don't Say What You Won'T Do,"If you see me (if you see me walkin') walking down the street ,And I start to cry,Don't (Don't walk on) walk on by, don't (don't walk) walk on by,Why don't you look me in my eyes? look me in my eye!,Uh oh! (I can't hold that man's hand cause he from another land),Hey uh! (I can't love nobody's baby cause I wanna be a man),Oh oh oh! (I can't fall down on my knees and ask for forgiveness and,Help my fellow man - be a stronger man),Oh oh oh! (White people, black people, jews, muslims: YOU CAN, YOU CAN),Ran with the rest of them, hung with the best of them soldiers,Did a lot of thinking on what most of them done told us,They say they can never ever give up their lives for a stranger man,But oh when it comes down to it, you don't know what's in the plan.,(If you should see me crying) Reach out and grab my tear (crawling),(If you should see me dying) Don't you leave me standing here (if I'm dying),(If you should hear me) SINGING the words of a trouble man,(Don't walk) Don't walk by me like you don't understand,Oh! (Don't say what you won't do) Don't say what you won't do,When it all falls down and he's looking at you!,(Don't say what you won't do) Don't say, don't say!,(Don't say what you won't do),Now you've got your life all planned out, ,Walking by people looking for hand-outs,So far up on your high horse,That you can't even hear that poor lawd,SCREAMING (Stop please, help me, on my knees),For these few bucks that you give to me,I can help save you and your family (Oh Oh),Don't act like you don't see me standing here (Oh Oh),With all my tears and all my fears (Oh Hoooh!) (Oh Oh),You can't even look in my eye, my eye, my my!,Don't pass me by, don't pass me by! ,Heeey! Oooh!,(Don't say what you won't do) ,Don't say, you don't mean it, no!,(Don't say what you won't do),You can never tell the way that your life's gonna go!,(Don't say what you won't do),Don't say, don't say what you won't do!,(Don't say what you won't do),Don't tell me that you can't love me,(Don't say what you won't do),I'm standing here with tears!,(Don't say what you won't do),Cause I ran with the rest of them, hung with the best of them,(Don't say what you won't do),And they learned to love,(Oh Oh) Ehehehehe-Hehehey!,(Oh Oh) Lord lord lord lord lord!,Don't say what you won't do,Because you never know what's coming right up to you,Could be your very last moment,Gon' cry till my eyes are blue,Don't say,,Don't say,,Dooon't say
,
,
",,
,Anthony Hamilton, Why,"(feat. Jadakiss),[Jadakiss],Aha,It's dat real,Yo, why is Jadakiss as hard as it gets,Why is the industry designed to keep the artist in debt,And why them dudes ain't ridin' if there part of your set,And why they never get it poppin' but they party to death,Yea, and why they gon give you life for a murder,Turn around only give you eight months for a burner, it's goin down,Why they sellin' niggaz CD's for under a dime,If it's all love daddy why you come wit your nine,Why my niggaz ain't get that cake,Why is a brother up North better than Jordan,That ain't get that break,Why you ain't stackin' instead of tryin' to be fly,Why is rattin' at an all time high,Why are you even alive,Why they kill Tupac n' Chris,Why at the bar you ain't take straight shots instead of poppin Crist',Why them bullets have to hit that door,Why did Kobe have to hit that raw,Why he kiss that whore,Why,[Chorus: Anthony Hamilton],All that I been givin',Is this thing that I've been living,They got me in the system,Why they gotta do me like that,Try'd to make it my way,But got sent up on the highway,Why, oh why,Why they gotta do me like that,[Jadakiss],Why would niggaz push pounds and powder,Why did bush knock down the towers,Why you around them cowards,Why Aaliyah have to take that flight,Why my nigga D ain't pull out his Ferrari,Why he take that bike,Why they gotta open your package and read your mail,Why they stop lettin' niggaz get degreez in jail,Why you gotta do eighty-five percent of your time,And why do niggaz lie in eighty-five percent of they rhymes,Why a nigga always want what he can't have,Why I can't come through in the pecan Jag,Why did crack have to hit so hard,Even though it's almost over,Why niggaz can't get no jobs,Why they come up wit the witness protection,Why they let the terminator win the election,Come on, pay attention,Why sell in the stores what you can sell in the streets,Why I say the hottest shit but we sellin' the least,[Chorus],[Jadakiss],Uh, yea, yo,Why Halle have to let a white man pop her to get a Oscar,Why Denzel have to be crooked before he took it,Why they didn't make the CL6 wit a clutch,And if you don't smoke why the hell you reachin' for my dutch,Why rap, cause I need air time,Why be on the curb wit a ""why lie I need a beer"" sign,Why all the young niggaz is dyin',Cause they moms at work, they pops is gone, they livin' wit iron,Why they ain't give us a cure for aids,Why my diesel have fiends in the spot on the floor for days,Why you screamin' like it's slug, it's only the hawk,Why my buzz in L.A. ain't like it is in New York,Why you forcin' you to be hard,Why ain't you a thug by choice,Why the whole world love my voice,Why try to tell 'em that it's the flow son,And you know why they made the new twenties,Cause I got all my old ones,That's why,[Chorus]
,
,
",,
,Anthony Hamilton, Never Give Up,"Our father,Who art in heaven,Hear my cry,(Hear my cry),(Verse:),Been touched again, rain on me,Down on my luck, got chains on me,I Lost a job to gain a child,The road is long, but I'm losing time,Adjust my skin to protect my soul,I search for peace in a gaze of hope,Collect my strength to make my way,To be in bloom on the flowerin' day,(Chorus:),Never Let me give up,,I can't stop trying,(I can't stop trying),I can't stop crying,(Ohh),To one of the flowers to make me smile,Never let me give up,,(never let me),Cause I've got family,(I've got a family),And with all the strength in me,It won't let me give up,(Verse:),Fortune lives, but we are died,But while we're here there's sacrifices,Baby june is off the war,Watch little girls just turn 4,No birthday cakes, no candles lit,Just a photo of his family in his wallet,Say we pray to live, and we live to pray,Thanking God for the flowers along the way,(Chorus:),Never Let me give up,,I can't stop trying,{It won't let me},I can't stop crying,{Give up no},To one of the flowers to make me smile,(This that I have inside of me),Never let me give up,,Cause I've got family,(I can't stop trying),And with all the strength in me,It won't let me give up,(Verse:),You can't make me lie,Cause I've got a family, yeah,Ooh, I was born to live, and I live to pray,Thanking God for the flowers along the way,Baby june is off to war,Watch baby girl, just turn four,No birthday cake, no candles lit,Just a photo of his family in his wallet,Why the test of tears, why shed the tears?,(Chorus:),Never Let me give up,,I can't stop trying,I can't stop crying,(It won't let me),To one of the flowers to make me smile,Never let me give up,,(our father who art in heaven),Cause I've got family,(hallowed be thy name),And with all the strength in me,(Thy will be done, thy will be done),It won't let me give up,(Coda:),Give me the strength to pull out,Give me the words to be strong,,May I, may I, may I, may I,Never ever give up,I can't stop trying,I can't stop crying,Oohh
,
,
",,
,"Aretha Franklin,Hark! The Herald Angels Sing", Hark! The Herald Angels Sing,"Hark, the herald angels sing,Glory to a new born King,Peace on earth and mercy mild,God and sinners reconciled,Joyful, all ye nations, rise,Join the triumph of the skies,With the angelic host proclaim,Christ was born in Bethlehem,Hark, the herald angels sing,Glory to a newborn King,Christ, by highest heaven adored,Christ, the ever, everlasting Lord,Late in time, behold Him come,Offspring of a Virgin's womb,Veiled in flesh the Godhead see,Hail the incarnate Deity,Pleased as man with man to dwell,Jesus, our Emmanuel,Hark, the herald angels sing,Glory, glory, glory to a new born King,Hallelujah, Hallelujah, Hallelujah,Hark, the herald angels sing,Glory to a new born King,Peace on earth and mercy mild,God and sinners, sinners reconciled,Joyful, all ye nations, rise,Join the triumph of the skies,With angelic host proclaim,Christ was born in Bethlehem,Hark, the herald angels sing,Glory to a new born King,Hark, the herald angels sing,Glory to a new born King,A new born King,A new born King
,
,
",,
,Aretha Franklin, One Night With The King,"One night,With the King,Changes,Everything,One day,In His courts,Did forever,Change my course,One moment,In His presence,And I've never,Been the same,One night,With the King,Changes,Everything,One night,With the King,Changes,Everything,One day,In His courts,Could forever,Change,Your course,One moment,In His presence,And you'll never,Be the same,One night,With the King,Changes,Everything,This is,My testimony,From the desert,To the King,It had been,My destiny,To be chosen,For such,A time as this,I didn't know,That all,My dreams,Could become,Realities,Then I saw,His face,And His love,Captured me,Yeah,One night,With the King,It changes,Everything,One day,In His courts,It will forever,Change,Your course,(All you need,Tonight is),Just one moment,In His presence,Just one moment,In His presence,Hooo,One moment,In His presence,And you'll never,Be the same,One night,With the King,It changes,One day,In His,His courts,It changes,One night,With the King,It changes,Oh, yes,It does,Everything,Ohhhh,I know that it,Changes,I know that it,Changes,It changes,Everything,Yeah,Yes, it does
,
,
",,
,Aretha Franklin, 14 Angels,"When at night I go to sleep,14 angels watch do keep,Two my head are guarding,Two my feet are guiding,Two to whom 'tis given,To guide my steps,To heaven,To guide me,When at dawn my eyes do wake,14 angels my peace do take,Two there are who need me,Two there are who feed me,Two who sway before me show me,All I've known,Is wrong, that I am,Not me,Two there are to take my soul,Away from here,To guide my steps
,
,
",,
,"Aretha Franklin,A Visit from St. Nicholas", 'Twas The Night Before Christmas,"'Twas the night,Before Christmas,When all through the house,Not a creature was stirring,Not even a mouse,The stockings all hung,By the chimney with care,In hopes,That St. Nicholas,Soon would be there,The children were nestled,All safe in their beds,While visions of sugarplums,Danced in their heads,And mom in her kerchief,And I in my cap,,Had just settled down,For a long winters nap,When out on the lawn,There arose such a clatter,I sprang from my bed,To see what was the matter,Away to the window,I flew like a flash,Tore open the shutters,And threw up the sash,The moon on the breast,Of the new fallen snow,Gave the lustre,Of midday,To object below,When what,To my wandering eyes,Should appear,But a miniature sleigh,And eight tiny reindeer,With a little ol driver,So lively and quick,I knew in a moment,It must be St. nick,More rapid than eagles,His courses they came,As he whistled,And shouted,And called,Them by name,Now dasher,Now dancer,Now prancer,Now vixen,On comet,On cupid,On doner,An blitzen,To the top,Of the porch,To the top,Of the wall,Now dash-away,Dash-away,Dash-away all,As dry leaves,Before the wild,Hurricane fly,When they meet,With an obstacle,Mount to the sky,So up,To the housetop,The courses,They flew,With a sleigh,Full of toys,And St. Nicholas too,And then,In a twinkling,I heard on the roof,The prancing,And pawing,Of each little hoof,As I drew in my head,And was turning around,Down the chimney,St. Nicholas,Came with a bound,He was dressed,All in fur,From his head,To his foot,And his clothes,Were all tarnished,With ashes and soot,A bundle of toys,He had flung,On his back,And he looked,Like a peddler,Just opening,His pack,His eyes,How they twinkle,His dimples how merry,His cheeks,Were like roses,His nose like a cherry,His drawl little mouth,Was drawn up like a bow,And the beard of his chin,Was a white as the snow,The stump of his pipe,He held tight,In his teeth,And the smoke it,Encircled his head,Like a wreath,He had a broad face,And a round little belly,That shook when he laughed,Like a bowl full of jelly,He was chubby and plump,A right jolly old elf,I laughed when I saw him,In spite of myself,A wink of his eye,And a twist of his head,Soon gave me to know,I had nothing to dread,He spoke not a word,But went straight,To his work,And filled,All the stockings,Then turned,With a jerk,An laying a finger,Along side his nose,An giving a nod,Up the chimney,He rose,He sprang,To his sleigh,To his team,Gave a whistle,An away,They all flew,Like the down,Of a thistle,But I heard him exclaim,As he drove out of sight,Happy christmas to all,And to all a goodnight,Hmmm
,
,
",,
,Aretha Franklin, Christmas Ain't Christmas (Without The One You Love),"Christmas,Just ain't Christmas,Without the one you love,New Years,Just ain't New Years,Without the one you love,Underneath the mistletoe,I saw a face all aglow,Last year this time,Now I'm staying home alone,And my house is not a home,Without that girl of mine,Christmas,Just ain't Christmas,Without the one you love,And New Years,Just ain't New Years,Without the one you love,Twelve o'clock,And all is well,And I was doing,Oh, so swell,Last year, this time,Goin' shopping,With friends together,Making vows,To leave each other,Never,It was a waste of time,Christmas,Just ain't Christmas,Without the one you love,New Years,Just ain't New Years,Without the one you love,Christmas,Just ain't Christmas,Without the one you love,New Years,Just ain't New Years,Without the one you love,Christmas,Just ain't Christmas,Without the one you love,New Years,Just ain't New Years,Without the one you love
,
,
",,
,Anthony Hamilton, Her Heart,"I had a habit of messing up,Staying out late and getting drunk,I let you down a thousand times,Broken promises,It's like i ran away from you,My career was my excuse,Until i saw you about to drown in your own tears,And as you cried in my arms,You woke up my heart,And i saw again what i found in you,Cuz her heart her heart wont let me lose her,No matter how i try,I just cant say goodbye and lose her,When all the folks were said and done,You were there to welcome me home,I was convicted cuz your love never wavered,I know you love me more than me,And you vowed to love through anything,I never had a kind of love that was forever,And as you cried in my arms,You woke up my heart,And i saw again what i found in you,Cuz her love her love wont let me lose her,No matter how i try,I just cant say goodbye and lose her,Cuz her heart her heart wont let me lose her,No matter how hard i try,I just cant say goodbye and lose her,No matter how hard i try,I just cant say goodbye and lose her,No matter how i try,I just cant say goodbye and lose her
,
,
",,
,"Aretha Franklin,Ave Maria", Ave Maria,"Ave Maria, maiden mild,Oh, listen to a maiden's prayer,For thou can't hear amid the wild,This thou, this thou can't save amid, despair,We slumber safe until tomorrow,Though we by man outcast relieved,Oh, maiden, see a maiden's sorrow,Oh, mother, hear a suppliant child,Ave Maria,Ave Maria, gracia plena,Maria, gracia plena,Maria, gracia plena,Ave, ave dominus,Dominus tecum,Benedicta tu in mulieribus,Et benedictus,Et benedictus fructus ventris,Ventris tuae, Jesus,Ave Maria
,
,
",,
,"Aretha Franklin,Silent Night", Silent Night,"Silent night, holy night,All is calm, all is bright,Round yon Virgin Mother and Child,Holy Infant so tender and mild,Sleep in heavenly peace,Sleep in heavenly peace,Silent night, holy night,Son of God, love's pure light,Radiant beams from Thy holy face,With the dawn of redeeming grace,Jesus, Lord, at Thy birth,Jesus, Lord, at Thy birth,Silent night, holy night,Shepherds quake at the sight,Glories stream from heaven afar,Heavenly hosts sing alleluia,Christ, the Saviour is born,Christ, the Saviour is born
,
,
",,
,Anthony Hamilton, Prayin' For You/Superman,"The whole world knows that your really special,And every time you step in a room you impress them,All I see is a traveling blessing,All you are is a walk of perfection,They don't know how I feel about you,They don't know what I see in you I do, I do,Get together you never met me,Never got the letters I wrote for you for you,Spend my time just thinking about you,All my nights just dreaming about you,Always just praying about you,Praying about you, praying about you,If I had one wish, I wish this dream was true,And if I had somewhere to go, I hope it was with you,I pack my bags up anyway ready for this travel,Fill my truck with all our stuff and kicking up some gravel,If I had one wish, I wish this dream was true,I spend my time on my knees just praying for you,I spend my time on my knees just praying for you,The whole world knows that your not ordinary,Part woman rose the sweetest berries,Woman like you so fine that its scary,I name my daughter after you if you let me,They don't know how I feel about you,They don't know what I see in you I do, I do,Get together you never met me,Never got the letters I wrote for you for you,Spend my time just thinking about you,All my nights just dreaming about you,Always just praying about you,Praying about you, praying about you,If I had one wish, I wish this dream was true,And if I had somewhere to go, I hope it was with you,I pack my bags up anyway ready for this travel,Fill my truck with all our stuff and kicking up some gravel,If I had one wish, I wish this dream was true,I spend my time on my knees just praying for you,I spend my time on my knees just praying for you,I spend my time on my knees just praying for you,I spend my time on my knees just praying for you,I'll spend my time
,
,
",,
,Aretha Franklin, The Lord Will Make A Way,"I know the Lord,Will make a way,Yes, He will,I know the Lord,Will make a way,Yes, He will,He'll make,A way for you,He will lead you,Safely through,I know the Lord,Will make a way,Yes, He will,I have a Savior,Who I can tell,All my troubles to,When I'm burdened,And don't know,What to do,I can go to Him,In secret prayer,And I can leave,All my burdens,There,I know the Lord,Will make a way
,
,
",,
,"Aretha Franklin,David Foster,Grown-Up Christmas List", My Grown-Up Christmas List,"Do you remember me? I sat upon your knee,And I wrote to you with childhood fantasies,Well, I'm all grown up now, still need help somehow,Not for myself but for a world, a world in need,No more lives torn apart,And wars would never start,And time would heal all hearts,And every man would have a friend,And right would always win,And love would never ever, ever end,This is my grown up Christmas list,My Christmas list,As children we believe,The grandest sight we'd see,Was something pretty,Wrapped beneath the tree,And heaven only knows,That packages and bows,Could never, ever, ever heal,A human soul,No more lives torn apart,That wars would never start,And time would heal, heal,All broken hearts,Every, everyone would have a friend,And right would always win,And love would never end,This is my grown up Christmas list,What is this illusion,Called the innocence of youth,Maybe in our blind belief,We can only find the truth,No more lives torn apart,That wars would never start,Time, time would heal,All broken hearts,Everyone would have a friend,And love would never end,And right would always win,This is my grown up Christmas list,This is my lifelong wish,This is my grown up Christmas list,My grown up Christmas list,I wish I found a [Incomprehensible]
,
,
",,
,"Aretha Franklin,Donny Hathaway,This Christmas", This Christmas,"Ooh, hang all the mistletoe,I'm gonna get to know you better this Christmas,And as we trim the tree,How much fun it's gonna be together this Christmas,Oh, the fireside is blazing bright,We're caroling through the night,And this Christmas,Will be a, a very special Christmas for me, yeah, yeah,Oh, presents and cards are here,My world is filled with cheer and you, this Christmas,And as I look around,Your eyes outshine the town, they do, this Christmas,The fireside is blazing bright,We're caroling through the night,And this Christmas,Will be a, a very special Christmas for me, yeah, ooh,Merry Christmas,Shake your hand, shake your hand, yeah, ooh,Oh, the fireside is blazing bright,We're caroling through the night,And this Christmas,Will be a very special Christmas for me, oh,Shake your hand, shake your hand, yeah,Do you feel [Incomprehensible]all over the world,Shake your hand, shake your hand, yeah,All over the world, Merry Christmas
,
,
",,
,Anthony Hamilton, The Day We Met,"I can't imagine my life without you baby, you taught me how to breathe ,Going in and out of relationships I was crazy send someone for me ,I thought I knew what love could do; you showed me things real love ,Without a doubt now I know all about, you showed me things real love ,(Chorus),Right when I met you, the day that I met you, you turned my world around ,We fell in love ,Right there from the start, you came and stole my heart, you turned my world around ,We fell in love ,Now you and me, we got a jump on the future, girl we gotta plant a seed ,Have us a couple of babies as many as we can afford, come on do it for me yeah yeah ,I thought I knew what love could do; you showed me things real love ,Now I know all about, real love there's no doubt, you showed me things real love ,(Chorus),Funniest thing that you never know, it's the funniest thing when you're feeling low ,Funny how that true love just showed up (just showed up) ,(Chorus x2)
,
,
",,
,"Aretha Franklin,Michael McDonald", Ever Changing Times,"It's an ever changing time,I see, that clock upon the wall,Well it don't bother me at all ,It's an ever changing time,And me, ever changing time ,Everything is going so much faster,It seems like I'm,Watching my life, and everything I do ,Wonder if the dreams that I believed in,Still come true ,Caught in between, it comes back to,You and me running out of time, I gotta find me a better understanding ,Everything keeps forgetting what's mine, I gotta find me a way, less-demanding ,And we're holding on so tight, together, all of our lives ,And I, I had some big idea ,So much of my life, still not completed ,Hopes and Fears ,Watching it change, into something new ,Wondering it I'm gonna find the answer, loving you ,All of my life, it comes back to,You and me running out of time, I gotta find me a better understanding ,Everything keeps forgetting whats mine, I gotta find me a way, less-demanding ,And we're holding on so tight, together, all of our lives ,I see, that clock upon the wall, well it don't bother me at all ,It's a ever changing time,I see, that clock upon the wall, well it don't bother me at all ,It's a ever changing time,All of my life, it comes back to,You and me running out of time, I gotta find me a better understanding ,Everything keeps forgetting what's mine, I gotta find me a way, less-demanding ,And we're holding on so tight, together ,And we're gonna be alright, together, all of our lives ,I see, that clock upon the wall, well it don't bother me at all ,It's a ever changing time,I see, that clock upon the wall, well it don't bother me at all ,It's a ever changing time,I see, that clock upon the wall, well it don't bother me at all ,It's a ever changing time,I see, that clock upon the wall, well it don't bother me at all ,It's a ever changing time,I see, that clock upon the wall, well it don't bother me at all ,It's a ever changing time
,
,
",,
,"Aretha Franklin,Nessun dorma", Nessun Dorma,"Nessun dorma! Nessun dorma!,Tu pure, o Principessa,,Nella tua fredda stanza,Guardi le stelle,Che tremano d'amore,E di speranza.,Ma il mio mistero e chiuso in me,,Il nome mio nessun sapra!,No, no, sulla tua bocca lo diro,Quando la luce splendera!,Ed il mio bacio sciogliera il silenzio,Che ti fa mia!,Dilegua, o notte!,Tramontate, stelle!,Tramontate, stelle!,All'alba vincero!,Vincero, vincero!,Vincero!
,
,
",,
,"Aretha Franklin,George Benson", Love All The Hurt Away,"I see myself in your face,A reflection of pain,Somebody made you,Cry over and over again,Still you and I made it,Through all of this for a reason,Yes, we did,Could it be that we created,Affair for all seasons,Cause you and I,Were meant to be lovers,The search is over for us,There's no other, we're,Finally at the rainbow's end,Baby, together, we'll mend,All the cracks in our heart,And love all the hurt away,Woman, you are the thing that I,Hoped and I prayed for,You give you love and I'm,Happy like never before,You be the strength and I'll,Be your shoulder to lean on,(You can lean on my shoulder),Building a world, fill our,Whole place with love songs,Cause you and I,Were meant to be lovers,The search is over for us,There's no other, we're,Finally at the rainbow's end,Baby, together, we'll mend,All the cracks in our heart,And love all the hurt away,Cause you and I,Were meant to be lovers,The search is over for us,There's no other, we're,Finally at the rainbow's end,Baby, together, we'll mend,All the cracks in our heart,And love all the hurt away,Love all the hurt away,And love all the hurt away,Yes, we're gonna love,We're gonna love, baby,We're gonna love, love, ohhh,Love all the hurt away,Yeah, yeah...
,
,
",,
,"Aretha Franklin,Angels We Have Heard on High", Angels We Have Heard On High,"Angels we have heard on high,Sweetly singing o'er the plain,And the mountains in reply,Echoing their sweet refrain,Gloria, in excelsis Deo,Gloria, in excelsis Deo,Come to Bethlehem and see,Christ, whose birth the angels sing,Come adore on bended knee,Christ, the Lord, the newborn King,Gloria, in excelsis Deo,Gloria, in excelsis Deo,See Him in a manger laid,Whom the choirs of angels praise,Mary, Joseph, lend your aid,While our hearts in love we praise,Gloria, in excelsis Deo,Gloria, in excelsis Deo,In excelsis Deo,In excelsis Deo,Merry Christmas,From the Franklin's to all of you
,
,
",,
,"Aretha Franklin,Mary J. Blige", Don't Waste Your Time,"Lately I've got this funny feeling,Something don't feel the same,But he's telling me I'm the one to blame,Yes I know that he still gives me good loving,But when he's deep inside,There's somebody else on his mind,Don't waste your time,But it gets so hard to know,Just walk away,You say that I gotta let go,Seen it a millions times before,You shouldn't take his stuff no more,Can't waste my time,Girl, it's not hard to know,Should walk away,Oh, you've gotta let him go,Seen it a million times before,Shouldn't take his ish no more,Sister girl, sister girl,It's much deeper than what you're thinking,When something don't feel the same,Hey you better believe his love has change,(And I have been telling you, telling you),And what you're telling me,(Cuz it's been hurting me, hurting me),It ain't, ain't any fool can see,He's got a sweetie on the side,Stop making truth out of his lies,Don't waste your time,But it gets so hard to know,Just walk away,You say that I gotta let go,Seen it a millions times before,You shouldn't take his stuff no more,Can't waste my time,Girl, it's not hard to know,Should walk away,Oh, you've gotta let him go,Seen it a million times before,Shouldn't take his ish no more,What's the point of love,When you got no trust,What's the point of staying,When you seen enough,What's the point of giving,What he don't deserve,He don't deserve it,No you don't deserve it,Oh what's the point of feeling,Like there's nothing inside,What's the point of saying,That you still got your pride,What's the point of giving,What he don't deserve,This is a lesson of love,Don't waste your time,But it gets so hard to know,Just walk away,You say that I gotta let go,Seen it a million times before,You shouldn't take his stuff no more,Can't waste my time,Girl, it's not hard to know,Should walk away,Oh, you've gotta let him go,Seen it a million times before,Shouldn't take his ish no more
,
,
",,
,"Aretha Franklin,Carol Grimes,Carola,Eugene Chadbourne,Eva Cassidy,Fantasia Barrino,Herbie Mann,Jimmy Barnes,Joe Cocker,Katie Stevens,Lit,Little Caesar,R.L. Burnside,Richard Marx,Syesha Mercado,Stefan Gwildis,Tank,Billboard Hit,Chain of Fools", Chain of Fools,"Chain, chain, chain ,Chain, chain, chain ,Chain, chain, chain ,Chain of fools,For five long years,I thought you were my man,But I found out,I'm just a link in your chain,Oh, you got me where you want me,I ain't nothin' but your fool,You treated me mean,Oh, you treated me cruel,Chain, chain, chain ,Chain of fools,Every chain,Has got a weak link,I might be weak, yeah,But I'll give you strength, oh yeah,You told me to leave you alone,My father said, ""Come on home."",My doctor said, ""Take it easy."",Oh but your lovin' is much too strong,I'm added to your,Chain, chain, chain ,Chain, chain, chain ,Chain, chain, chain ,Chain of fools, oh,One of these mornings,The chain is gonna break,But up until the day,I'm gonna take all I can take, oh hey,Chain, chain, chain ,Chain, chain, chain ,Chain, chain, chain ,Chain of fools, oh,Chain, chain, chain,Chain, chain, chain, oh,Chain, chain, chain,Chain of fools, oh
,
,
",,
