album,singer,song,lyric,written_by,genre
,"Bill Bourne,Gordon Lightfoot", For Lovin' Me,"That's what you get for lovin' me,That's what you get for lovin' me,Every thing you had is gone as you can see,That's what you get for lovin' me,I ain't the kind to hang around,With any new love that I found,'Cause movin' is my stock in trade, I'm movin' on,I won't think of you when I'm gone,So don't you shed a tear for me,Because I ain't the love you thought I'd be,I got a hundred more like you, so don't be blue,I'll have a thousand 'fore I'm through,Now there you go you're cryin' again,Now there you go you're cryin' again,But then someday when your poor heart, is on the mend,I just might pass this way again,That's what you get for lovin' me,That's what you get for lovin' me,Everything you had is gone as you can see,That's what you get for lovin' me,That's what you get for lovin' me
,
,
",,
,Black Country Communion, Big Train,"On another destination,I hear the grinding of the wheel,Keep me waitin' at the station,And I want you to reveal,I got a steely eyed devotion,I am ready for the thrill,Feel like I'm movin' in slow motion,As my car begins to spill ,Out on the track, shadow me,Down in the fools gallery ,And you sow the seed,Its all that you need,You're building on Speed,Big Train ,As the Passenger did mention,Darkness falls just like a thief,Now you've got my full attention,As the steam spills from beneath,Won't you let me be a Volunteer,Won't you let come within,I will be your manic engineer,I'll be your Assassin ,Out on the track, shadow me,Down in the fools gallery,And you sow the seed,Its all that you need,You're building on speed,Big train,Won't you whisper to my face,What you see can't be replaced,By the fountain we embrace,On the mountain in my Grace,Out on the track, shadow me,Down in the fools gallery,And you sow the seed,Its all that you need,You're building on speed,Big train,Big train,Big train
,
,
",,
,Black Country Communion, This Is Your Time,"You got to paint it upon yourself,It's written on your face,You'll find no wealth on a carpet ride,You know that life ain't no race,This is your time,It's in your hands,This is your time,To make your stand,I see it all in the tapestry,And you can taste my blood,And it is all that you want to be,Here come the tears and the flood,This is your time,It's in your hands,This is your time,To make your stand,Salvation inside you,In tales of yore,Vibration, I feel you,The station to shore,This is your time,It's in your hands,This is your time,To make your stand
,
,
",,
,Black Country Communion, Cold,"Take my eyes,Burn down the Sun,How can you be so cold?,You left me here,All hope is gone,Where is the life,Sold,l pray the dawn,Will break this spell,What will become of me?,It took my breath,So hard I fell,Lost in a shell, ghostly,And the rain falls down,On the this lonely child,And I could not feel,The fire,And I realize,This was meant to be,And I need some time,To grieve,And you fade so slowly,Now all that shines is Gold,And I feel I'm dyin',How can you be so cold?,When the sky is fallin',Now that you're growin' old,And I feel I'm dyin',How can you be so cold?,So slowly wake me,From my sleep,Here in this house I dwell,And don't delay,The wound so deep,Down in this livin' hell
,
,
",,
,Black Country Communion, I Can See Your Spirit,"You're automatic,So wild to thrill,You say you won't,But I know you will,You're so dramatic,How can it be?,So full of life,And energy!,No need to panic,Don't feel your age,L hear you live in,A golden cage,You get so manic,You get so spun,Get out my,You're a loaded gun,Come around midnight,L pull down my guard,L want to feel it,I CAN SEE YOUR SPIRIT,So psychedelic,Right to the core,I'm gonna tie you down,To the floor,You' re so angelic,My little Queen,High from above,In a Time Machine,You're so electric,So far and wide,Your Majesty,Won't you be my guide?,You are connected,So deep within,Now can't you see,By the shape I'm in?,I see the sacred walls,That surround you,I see from 10 miles,I'm so high... high
,
,
",,
,Black Country Communion, Little Secret,"I've been watchin' you go,I'm feelin' so low,In this episode,I cannot replace,I'm all out of Grace,I can't find the code,It broke me down,And took my pride,I wish I could turn,Back the tide,All is left to say?,Little secret,Little secret,And let it unfold,And Kill me inside,Shield, I can not defend,My fair weather friend,With no barricade,I'm letting you go,I'm lost in the glow,I feel so betrayed,I fail to inject,You've lost my respect,A fool to be wise,Where do I belong?,I thought I was strong,A storm on the rise
,
,
",,
,Black Country Communion, An Ordinary Son,"Hold my head up high,Now I see you, drying off your eyes,Four seasons, temper all my pain,And I've been sheltered...I accept the blame,For the Tumbling Dice,I put my ego aside,With fire and anger,I've shadowboxed you all my life,Bring it on yourself, bring it on me,Wrapped up in a box cause there's nothing left for free,Gonna dig a hole, gonna fall in the dirt,Gonna redeem myself and rise upon the earth,And I feel, like the time has come,All I ever wanted, was to be an ordinary son,Know the wounds run deep,But I take solace, knowing that hill is not so steep,Pale white Cigarette, barn full of hay,But I knew I shouldn't have been down there anyway,For the Tumbling Dice,I put my ego aside,With fire and anger,I've shadowboxed you all my life,Bring it on yourself, bring it on me,Wrapped up in a box cause there's nothing left for free,Gonna dig a hole, gonna fall in the dirt,Gonna redeem myself and rise upon the earth,Gone is the shadow that was cast over,And I Just wanna live in tranquility,And I believe that we will overcome,All the courageous and all the forgiveness,Walk with me,Walk with me,And I feel, like the time has come,All I ever wanted, was to be an ordinary son,So thank you for tending our survival,'Cause I know I took that bread from our table,For the Tumbling Dice,I put my ego aside,With fire and anger,I've shadowboxed you all my life,Bring it on yourself, bring it on me,Wrapped up in a box cause there's nothing left for free,Gonna dig a hole, gonna fall in the dirt,Gonna redeem myself and rise upon the earth,For the Tumbling Dice,For the Tumbling Dice,And I feel, like the time has come,All I ever wanted, was to be an ordinary son
,
,
",,
,Black Country Communion, Dandelion,"As I rise from golden slumbers,To my own mortality,And I want to take you with me,To my lone tranquility,Then you vanish right before me,And the room smells like a flower,In the palace of the kings,Yet the fruit is sometimes sour,My dandelion,My liberty,My dandelion,Your devotee,My dandelion,This alchemy,My dandelion,As I stumble to the parlor,I am filled with no regret,And I am but a troubadour,I am the last prophet,This house was once a vacancy,Now gold has turned to rust,But life is just a lesson,And full of wanderlust,My dandelion,My liberty,My dandelion,Your devotee,My dandelion,This alchemy,My dandelion,And I take,Dandelion,This is my inquisition,Got me spun up on the wire,And I make,Dandelion,I have come to my decision,Gonna walk into the fire,I hear the blackbird sing, it's everything,I hear the blackbird sing, it's what you bring,And I take,Dandelion,This is my inquisition,Got me spun up on the wire,And I make,Dandelion,I have come to my decision,Gonna walk into the fire,And I take,Dandelion,This is my inquisition,Got me spun up on the wire,And I make,Dandelion,I have come to my decision,Gonna walk into the fire,I hear the blackbird sing, it's everything,I hear the blackbird sing, it's what you bring,Dandelion
,
,
",,
,Black Country Communion, Save Me,"I cry and a new,Day is dawning,I gave you my plea,All alone,So high and I can't,Hear the warning,I breathe and,I face the unknown,I'm fooled by the,Court and the jester,The gallery looks,Down on me,I wake in a dream,I confessed there,Confusion is all that I see,My body found,By the river,I'm gone to Mother Earth,Oh Lord take me down,To deliver,Save me,Can you hear me callin'?,Save me,I'm on the ledge,And I am fallin',Inside I bleed to recover,I slowly come undone,My guide,The lone forgiver,Am I the chosen one
,
,
",,
,Black Country Communion, Smokestack Woman,"I ain't lookin' for,Lost Salvation,You give me,Somethin' I can't lose,No lip, no conversation,I'm on the tip,You light my fuse,I bleed with satisfaction,You got me walkin',With this curse,I need some interaction,I live in Sin,SMOKESTACK WOMAN,Gonna shake my Soul,SMOKESTACK WOMAN,Take me down to the hole,SMOKESTACK WOMAN,You know you're,Gonna wake the dead,Wake the dead,I Heard,You're a Midnight Flyer,What kind of world,Do you live in?,You're preachin',To the Choir,Mother Dandelion,Fire child within,It serves me right to suffer,L live in sin
,
,
",,
,Black Country Communion, Man in the Middle,"Got a whiplash tongue,That is sharp like a razor,With a kill switch mind a role manipulator,And you're so alive,I can see you on the marquee,You're in overdrive,But you're lookin',For the Soul key,You're a big bone lick,And I can feel your vibration,A Dog and Pony,Trlck,You know you need a,Vacatlon,WIth your mighty fine,Wealth,Now you're livin',In a typhoon,You Better check your health,I See the risin' of the,Black Moon,The man,The man in the middle,Tell me can,Can you cry me a riddle?,You can't see the light,And the darkness,Has fallen upon you,And you live and die,In the madness,That gathers around you,In a big black car,Now you're full of ambition,You're a Rock 'n Roll Star,With a killer condition,Talk so cheap,And I heard,It on the,Grapevine,You Better sow what you reap,Or you be walkin' on a Flatline,Can't see the light 'til,You open your eyes,You open your eyes
,
,
",,
,Black Country Communion, Faithless,"I face another day,So hard to live inside,The pleasure dome,The fear won't go away,It shadows me,Wherever I may roam,What has become of me,The alchemy has left me,Ln a haze,Hung by a rope again,My life cast out,At sea amen,My lack of faith,Has no shame,It is Reckless,And I know,There's no flame,For the Faithless,I fail the polygraph,I can't derail the voice,Inside my head,Here in the aftermath,Now i regret the choice,That I can't shed,There is no compromise,And I don't want to,Visualize
,
,
",,
,Black Country Communion, The Outsider,"Long gone,I can hear the Siren,And I, feel strong,I don't give a damn,I break,In my darkest hour,And Its, too late,For the Lion and the Lamb,I'm crucified,My flesh Is torn,So take me back,Where I belong,So long,I've been elevated,In the skyline,These are the days,I'm the Keeper,You know my name,KIII the reaper,Feed the flame,I'm a rider,Blood red sky,THE OUTSIDER,'Til I die,Last rite,Time to meet your maker,In the black light,Heavy lies my wake
,
,
",,
,Black Country Communion, Stand (At The Burning Tree),"I come to my senses,And I feel like,I've just been born,Gonna tear down,The fences,And my feet have been shackled and torn,And I face my resistance,and I stake my flag,In the ground,They will come in many colors,In the silence,Breakin' me down,I'm ten miles away,And I won't,be afraid,I've been locked in this dream,Far too long,And I lie awake,And the hurt,Breaks my fall,All alone, in this world,With my symphony,I Stand, I Stand at the,Burning Tree,I Stand, oh Lord,Won't you justify me?,Too long is my sentence,I can't let myself,Slowly drown,There's a sign,In the skyline,I won't let this curse,Take me down,I have lived,With the shaman,Tried to get myself company,And I walk,With the angels,When they come,They don't lie to me,[Chorus X2]
,
,
",,
,Black Country Communion, The Battle for Hadrian's Wall,"Sinners, monks and thieves all share the air we breathe,Smoke, swords and fire, brave man's true desire,For free men must fight tonight, all in the glory of war,We sit here in waiting every mile on Hadrian's Wail,With steel, dirt and sand,We all have a stake in the land,For many will not see,Morning sun rising,Flags on the horizon,Thus begins the battle for Hadrian's Wall,Tonight they will come, four thousand chariots strong,River of red flowing down, all in the name of Galaman's crown,For free men must fight tonight all in the glory of war,We sit here in waiting every mile on Hadrian's Wail,With steel, dirt and sand,We all have a stake in the land,For many will not see,Morning sun rising,Over the Horizon,Led by the arrows,And they release the dragon,Blood rivers flowing,Men die without knowing,We fight as legions,Against a crown of treason,On Hadrian's wall,Oh in the morning, I rise,Never thought I'd see morning sun rise,Never thought I live to see another day,On Hadrian's wall
,
,
",,
,Black Country Communion, The Revolution In Me,"I seen the tallest mountains,I've drank your finest wine,I've been your soldier of fortunes,I bend down to my last dime,Now its mind over matter,Story of legends, you'll see,Like the fields of Dunkirk,Still the revolution in me,I marched my army to New Orleans,Burning everything in sight,Ides of March are up on me,Won't take me without a fight,[Chorus],I always handle my business,Promptly rolled the dice,I'm forty now, my best,days are gone,Still have fire in my eyes,[Chorus],Now it's my mind that matters,Still the revolution in me [X2]
,
,
",,
,Black Country Communion, Beggarman,"You know the state,Mind I'm in,How could I get so low?,Erase it from my memory the hands of fate,They move too slow,I'm goin' down,so hard to fall,I've got to find some peace,and I have got to save myself,You know my Soul will,Be released,You Kill me like an Animal,you kill me,And I won't, no I won't,I won't be no Beggar Man,I won't be no Beggar Man,And I won't, no I won't,I won't be no Beggar Man,No more, no more...,Here come the deep down,cryin' pain,Now you can taste my blood,And I can see the shallow grave,My malady misunderstood,The Chasm that I lie beneath,Has all but took my pride,But I've been pulled by gravity,,Connected to the storm inside,[Chorus X2]
,
,
",,
,Black Country Communion, The Great Divide,"Now you know I'm,Not a Saviour,Let me make it,Understood,And the shirt upon,My back is all I own,I don't wanna be,A loner,So I go against the grain,And I feel the blood,Is rushin' thru my veins,I can't fake it,And I crucify myself,I have been shot down,by a stone,I'm gonna walk,Across the stateline,Gotta take a,Higher road,I'm on the great Divide,I'm sanctified,Be by your side,I hope we don't collide,So let me ride,The Great Divide,It's beautiful,I don't live in Superstition,Gonna let my Freak Flag Fly,Gotta Black Cat Moan,my conscience is,My guide,And I use my inuition,There's a liar and thief,And I've been to Hell,Before you were my friend,[Chorus X2],It's beautiful,It's beautiful,It's beautiful
,
,
",,
,"Black Country Communion,Trapeze", Medusa,"You're bound to think that,I'm on the shore,From a sea that never came,There's no time to find the time,I've done what has to be done,Voices call the nameless one,Crying all of the time,Tales of no one in my sleep,Stepping out into the night,But you said you saw Medusa,The one with the head of fire,The legend of Medusa Lies in,The devil's eyes,I've got myself to blame,Through talking to your brother,Too late to say I'll stay,Too late to say I'll bother,Take out your thorn and speak,Afraid you are to keep,Flailing forces fail,Now wake before you sleep,You said you saw Medusa,Looking down on you,But the legend of Medusa,Soon be with you,You're bound to think I'm on the shore,From a sea that almost came,There's no time to find the time,I've done what has to be done [X3],I have done [Repeat],Take a good look at my face
,
,
",,
,Black Country Communion, Black Country,"It's cold on the mountain,It's cold in the wood,My life is a Fountain,It's all in my Blood,I go down to the River,I'll never sleep 'til I'm Gone,It's cold on the Mountain,I could not leave you alone,I am a Messenger,This is my Prophecy,I'm goin' back,To the Black Country,I speak for the Million,From City to Shire,We come from the heartland,We walk thru the fire,We rise to the measure,The line in the Sand,It's cold on the Mountain,And this is our Land,[Chorus]
,
,
",,
,Black Country Communion, Sista Jane,"Do you feel,You've been to war?,You say you like it,But you could not leave,Got a multiple ovation,You burn the light,And you do receive,I'll be gone 2morrow,Sometimes I gotta',Go away,Maybe the line is wider baby,Gonna' take that fast train,You have tried,To go the distance,But you just can't get,No release,You will fade to black,Your mind will crack,It's all you're livin' for,And I am breakin' please,Sweet Sista Jane,Sure like the Pain,You will remain,Sweet Sista Jane,You get your faith,And your therapy,But your mind's spun,A lie in your head,And you're full,Of contradiction,You never heard,A word that I said,I can stay until the mornin',You know the hour,Is late,Now you're walkin' on a wire,Don't it make your big day,You have tried,To go the distance,But you just can't get,No release,You will fade to black,Waitin' for the world to crack,It's all you're livin' for,And I am breakin' please,Sweet Sista Jane,Sure like the Pain,You will remain,Sweet Sista Jane,(You've got your faith and,your therapy),(Your mind's spun a lie in your head),You have tried,To go the distance,But you just can't get,No release,You will fade to black,Your mind will crack,It's all you're livin' for,And I am breakin' please,Sweet Sista Jane,Sure like the Pain,You will remain,Sweet Sista Jane,Sweet Sista Jane,Sure like the Pain,You will remain,Sweet Sista Jane
,
,
",,
,Black Country Communion, Too Late For The Sun,"Long day is gone,I feel so hollow,I see my spirit,It falls from grace,I travel on,Hope you will follow,I'm on the outside,I can't get no space,Give it to Mother Earth,Take it for what it's worth,Slowly I lay down this burden beside me,And I start to stumble,And rise to my feet,It's all that I have,I cannot wander,So hard to swallow,It's so bittersweet,Give it to Mother Earth,Take it for what it's worth,It's too late for the Sun [X2],I took my vow,But I need some shelter,I change the weather,And I shield the pain,Now I shed my skin,Before I get older,And I save myself,From a hurricane,[Chorus]
,
,
",,
,Black Country Communion, One Last Soul,"You were born in a Jet Stream,Down in South Caroline,Got a Role in the big scheme,Now you're ready to shine,You're the one last Soul,Who can win it,You're the one last Soul,If you try,You're the one last Soul,If you live it,You're the one last Soul,Tell you why,And if you feel,What you got,You can give it,One last soul,Make me cry,You're the one last Soul,Who can win it,You're the one last Soul,If you try,Now you burn,Like a freight train,You're a bird on a wire,See you drivin' me insane,And I couldnt get higher,[Chorus],And when you get,What you want,Don't regret it,One last soul,Make me cry,You're the one last Soul,Who can win it,You're the one last Soul,And if you feel,What you got,You can give it,One last soul,Make me cry,You're the one last soul
,
,
",,
,Black Country Communion, Song Of Yesterday,"I Hold, True Passion,For many years, I would listen,The heavy weight upon my chest,Like a wailing wall,Code of silence of a dying heart,Don't know where the end,begins and the truth starts,When the hammer falls,It falls on you,I sit here waiting, waiting,I pull back the veil,,and I just can't breathe(Uh),,and I flyyy away! (ohh, ohh),I fly away,Gonna fly us away,Like a song of yesterday,Freezing night, a oil lamp burns,The sun's fire, soon will return,Broken castles, the flags still flown,Like a living ghost,[Chorus],I pull back the veil,,and I just can't breathe(Uh),,and I flyyyy away! (ohh, ohh),Break it down, so low that you,don't know when to fail,Try a little harder, now you're the,drunk mad man in jail,Hmmmm Hmmmm Hmmmm,Hmmmm, Hmmmmm,Hmm, Hmmmm, Hmmmm, Hmmmm,Hmmmm, Hmmmmh,I fly away, gonna fly us away!,Gonna fly us away,,Gonna fly us away,I'm reaching out...,Like a song of yesterday
,
,
",,
,Black Country Communion, Down Again,"I left my house,And the sound of the city,And they call me,A Vagabond,And my fate,Has been decided,In the arc light,Before the dawn,I got a brand new thing,Im gonna kiss my mojo,Im gonna cure my ill,My caravan,Has gone and departed,And the wind,Cried in my face,I have walked,Upon the wasteland,Tied and bound,To the killing floor,I gotta brand new thing,Im gonna kiss mojo,Im gonna cure my ill,Im down again,But its not over,Im down again,Into a landslide,Im down again,What does it feel like,Im down again,But its not over,Its not over,I open my eyes,On the vast horizon,And i see,The coat that i wear,But my fate,Has been decided,In the arc light,Before the dawn,I gotta brand new thing,Im gonna kiss my mojo,Im gonna cure my ill,Im down again,But its not over,Im down again,Into a landslide,Im down again,What does it feel like,Im down again,But its not over,Its not over,Im down again,But its not over,Im down again,Into a landslide,Im down again,What does it feel like,Im down again,But its not over,Its not over
,
,
",,
,Black Country Communion, No Time,"I'm on my to Avalon,So high above the Sea,No Sympathy,Cos I'll be gone,Now won't you,Come with me,And I can see the Matador,He move without a Sound,And I can't stay here anymore,I stand on Shaky Ground,I open my mind,I am healed by the Sun,I pull down the Blind,And I wait, for the Gun,There's no Time,My Brother,There's no Time,To Catch the Light,There's no Time,Oh children,There's no Time,To Make it Right,There's no Time,Lordy Mama,There's no Time,To Walk a Mile,There's no Time,I fill my head with Sanity,I gotta' get control,I'm gazin' at the Majesty,The Wheels begin to Roll,I swear,That we'll be lifted,To Cities that I know,The grateful,And the Gifted,I've got to let it go...,I open my mind,I am healed by the Sun,I pull down the Blind,And I wait, for the Gun,There's no Time,My Brother,There's no Time,To Catch the Light,There's no Time,Oh children,There's no Time,To Make it Right,There's no Time,Lordy Mama,There's no Time,To Walk a Mile,There's no Time,I open my mind,I am healed by the Sun,I pull down the Blind,And I wait, for the Gun,There's no Time,My Brother,There's no Time,To Catch the Light,There's no Time,Oh children,There's no Time,To Make it Right,There's no Time,Lordy Mama,There's no Time,To Walk a Mile,There's no Time
,
,
",,
,Billy's Band,"За Тех, Кто В Море","Я помню, как всё начиналось,,Всё было впервые и вновь,,Как строились лодки и лодки звались,""Вера"", ""Надежда"", ""Любовь"".,Как дружно рубили канаты,,И вдаль уплывала земля,,Как весла нам пели,,И каждый пятый,,В принципе, был у руля.,Я пью до дна,За тех, кто в море.,За тех, кого любит волна,,За тех, кому повезёт.,И если цель одна,И в радости, в горе,,За тех, кто не струсил,И вёсел не бросил,,Тот землю свою найдёт.,Напрасно нас бурей пугали,,Вам скажет любой моряк,,Что бури бояться,Вам стоит едва ли,,И в принципе, буря - пустяк.,В бурю лишь крепче руки,,И парус поможет и киль.,Гораздо трудней,Не свихнуться со скуки,И выдержать полный штиль.,Штиль.,Я пью до дна,За тех, кто в море.,За тех, кого любит волна,,За тех, кому повезёт.,И если цель одна,И в радости, в горе,,За тех, кто не струсил,И вёсел не бросил,,Тот землю свою найдёт.,Диксиленд!,Я пью до дна,За тех, кто в море.,За тех, кого любит волна,,За тех, кому повезёт.,И если цель одна,И в радости, в горе,,За тех, кто не струсил,И вёсел не бросил,,Тот землю свою найдёт.,Тот землю свою найдёт.,Тот землю свою найдёт.
,
,
",,
,"Billy's Band,Tom Waits", Ice Cream Man,"Click by your house about two forty-five,With a sidewalk sundae, strawberry surprise,I got a cherry popsicle right on time,I got a big stick, mama, that blow your mind,'Cause I'm your ice cream man,Yes, I'm a one-man band,I'm your ice cream man,Honey, I'll be good to you, yeah,Baby, missed me in the alley, baby, don't you fret,I'll be coming back around and don't forget,When you're tired and you're hungry, you want something cool,You know I got something better than swimming pool,Yes, I'm your ice cream man,Yes, I'm a one-man band,I'm your ice cream man,Honey, I'll be good to you,Well, if you see me coming, you got no change,Don't worry baby, it can be arranged,Show me you can smile, honey, just for me,And I'll fix you with a drumstick and do it for free,'Cause I'm your ice cream man,Yes, I'm a one-man band,I'm your ice cream man,Honey, I'll be good to you,Yeah, yeah, yeah,Yeah, I'm your ice cream man,I'm the one-man band,I'm your ice cream man,Honey, I'll be good to you,Yeah, I'm your ice cream man,I'm the one-man band,I'm the ice cream man,Honey, I'll be good to you,I'm the ice cream man,Yes, I'm a one-man band,I'm the ice cream man,Honey, I'll be good to you,I'm the ice cream man,I'm the one-man band,I'm the ice cream man,Honey, I'll be good to you,I'll be good to you,I'll be good to you, yeah,I'll be good to you,...
,
,
",,
,Billy's Band,Все Здесь И Сразу,"Она так дико двигает тазом, ,Требует драйва, она хочет джаза, ,Ей не нужно слов, не надо рассказов - ,Она хочет всё, здесь же и сразу... ,Хитрый прищур зеленого глаза, ,Она прячет виски в бачке унитаза. ,Скачущий психиатрический пазл ,Ацетальдегид дегидрогеназа... ,Я сошел с рельс. Я пуст до отказа. ,Опять попадаю в противофазу. ,""Это не катит, это отмаза!"" ,Она хочет всё...,Я сошел с рельс. Я пуст до отказа. ,Опять попадаю в противофазу. ,""Это не катит, это отмаза!"" ,Она хочет всё, здесь же и сразу...,Все здесь и сразу...,Все здесь и сразу...,Все здесь и сразу...,Все здесь и сразу...,Все здесь и сразу...
,
,
",,
,Billy's Band,"За Тех, Кто В Море","Я помню, как всё начиналось,,Всё было впервые и вновь,,Как строились лодки и лодки звались,""Вера"", ""Надежда"", ""Любовь"".,Как дружно рубили канаты,,И вдаль уплывала земля,,Как весла нам пели,,И каждый пятый,,В принципе, был у руля.,Я пью до дна,За тех, кто в море.,За тех, кого любит волна,,За тех, кому повезёт.,И если цель одна,И в радости, в горе,,За тех, кто не струсил,И вёсел не бросил,,Тот землю свою найдёт.,Напрасно нас бурей пугали,,Вам скажет любой моряк,,Что бури бояться,Вам стоит едва ли,,И в принципе, буря - пустяк.,В бурю лишь крепче руки,,И парус поможет и киль.,Гораздо трудней,Не свихнуться со скуки,И выдержать полный штиль.,Штиль.,Я пью до дна,За тех, кто в море.,За тех, кого любит волна,,За тех, кому повезёт.,И если цель одна,И в радости, в горе,,За тех, кто не струсил,И вёсел не бросил,,Тот землю свою найдёт.,Диксиленд!,Я пью до дна,За тех, кто в море.,За тех, кого любит волна,,За тех, кому повезёт.,И если цель одна,И в радости, в горе,,За тех, кто не струсил,И вёсел не бросил,,Тот землю свою найдёт.,Тот землю свою найдёт.,Тот землю свою найдёт.
,
,
",,
,Billy's Band,Я Не Стеклянный,"Я не стеклянный,,Не деревянный,,Я не графитовый,И не победитовый,,Не позолоченный.,Ржавый и сточенный.,Я не титановый,,Не марципановый,,Не пластилиновый,,И не паралоновый.,Резано-колотый,,Черствый и Стоптанный.,Я - эбонитовый!,Я - эбонитовый!,Я - эбонитовый!,Я - эбонитовый!,Я - эбонитовый!,Я - эбонитовый!,Ты туманно-сладкая,,Призрачно-мягкая,,Придуманно-яркая,,И в лихорадке я.,В щепки разбитого,Хочешь спасти меня?,Ты - ненормальная!,Ты - ненормальная!,Ты - ненормальная!,Ты - ненормальная!,Ты - ненормальная!,Ты - ненормальная!,Мы - сумасшедшие!,Мы - сумасшедшие!,Мы - сумасшедшие!,Мы - сумасшедшие!,Мы - сумасшедшие!,Мы - сумасшедшие!,Мы - сумасшедшие!,Мы - сумасшедшие!,Мы - сумасшедшие!,Мы - сумасшедшие!,Мы - сумасшедшие!,Мы...
,
,
",,
,Bill Kirchen, Hammer Of The Honky-Tonk Gods,"Well, they put six strings on a maple stick,Stuck it on a slab of ash,Sold one to Luther, threw in a pick,Sent him out with Johnny Cash,Now, could Leo Fender and the gang have known,At the factory in Fullerton?,That the honky twang of the Telecaster tone,Would outlast 'em, every one,It's got a plush-lined case,It's all up in your face,It's your thunderin' lightning rod,It was born at the junction of form and function,It's the hammer of the honky-tonk gods,It's the hammer of the honky-tonk gods!,You got Buck and Don, Merle and Roy,Muddy and the Iceman, too,Bryant, Bert, Roy, Danny, and Redd,Why, that's Redd with two 'D's to you,Well, there's Waylon and Keith,'Bout off th' top of my head,Chrissie, Cropper and the Boss,Why, if Johnny B Goode had one, he would,Up in the St. Louis Telecaster, hoss,You've (She's) got your plush-lined case,An' all (All) up in your face,She's your (ya) thunderin' lightning rod,(Well it was) Born at the junction of form and function,It's the hammer of the honky-tonk gods,It's the hammer of the honky-tonk gods!,You've (She's) got your plush-lined case,An' all (All) up in your face,She's your (ya) thunderin' lightning rod,(Well it was) Born at the junction of form and function,It's the hammer of the honky-tonk gods,It's the hammer of the honky-tonk gods!
,
,
",,
,Blake Mills, Hey Lover,"Someone plays a solo on a saxophone,Oh, you never seen somebody throw their head so slow,And I see her cringe her lips and drop her ear that way,Scratch a dog behind its ears and it might do the same,Hey lover, hey lover, hey lover, hey lover, ,Hey lover, hey lover, hey lover, hey lover,Blue and white racing striped pick-up truck,,and when did I decide to grow this beard and gut?,Well, I may be white but I don't like my people much,but I want to raise with you and watch our younglings hatch,,fuckin' make the first letters of their first names match,Hey lover, hey lover, hey lover, hey lover, ,Hey lover, hey lover, hey lover, hey lover,Well, I'm back into a boring life that I once led,Stuck in white spread asshole on a sofa bed,Sometimes I hate myself for trying to be so bold,,but nothing ever seems to get this story told,Hey lover, hey lover, hey lover, hey lover, ,Hey lover, hey lover, hey lover, hey lover,I'll never tell her when she plays a song I never heard,because I always learn the music and forget the words,but I want to ride with her, and I wish I sung that well,Just copy, paste, Google-search, and send it to myself,Hey lover, hey lover, hey lover, hey lover, ,Hey lover, hey lover, hey lover, hey lover
,
,
",,
,Blake Mills, Like It's Something,"words don't exist until they reach the eyes,and in the spaces in between my eyes,there's something, there is nothing at all,I wrote the songs I thought I liked,and when you break it down, you make me feel it's all easy,like it's something, when it's nothing,I like the way you sing like you're a kid,and how you start to laugh when you sing something,,something stupid, like it's something,when it's nothing at all
,
,
",,
,Blake Mills, It'll All Work Out,"West Valley, Mormon family,with seven hungry mouths to feed,,and that's how she learned to raise my sister and me,,and voted Nixon in the seventies,and it would all work out, it would all work out,My mother was the youngest child -,no college education, wasn't ever her style,but she knew just how to make a quarterback smile,,and it would all work out,It'll all work out,My father loved us right, stayed up at night,tryin' to keep the checkbook tighter,than a duck's ass going down a waterslide,Oh, I know he tried,,became a victim of the mortgage spikes,,collections calling every night since 1999,In 10 more years, you'd think the interest rates'd decline,It'll all work out, it'll all work out, it'll all work out,He'd say, ""go to college, get your knowledge straightened out,"",with inherent desperation in the way it sounded,like he'd bet on it, and now it seemed his odds were down,Well, thank you, Dad, I love you, and I hope you're proud,and I'm sorry that I didn't take the road you laid down,but it'll all work out, it'll all work out, it'll all work out,Is that your letter in the middle of the pile?,I must have been out of town for quite a little while,The stitches in your arm must have healed by now,Fuck that plumber if your heat is still out,and don't be scared, I know you can still throw down,It'll all work out, it'll all work out,Now, I don't feel a speck of hate -,really, no, I'm trying to get my story straight -,when you called me from the car when you were on your way,with your friend from San Francisco that you told me was gay,and I guess he was a closet straight,Get it all out now,and it'll all work out,It'll all work out,it'll all, it'll all, it'll all, it'll all work out, work out now
,
,
",,
,Blake Mills, Cheers,"here's to jumping off the roof to catch the ball,to spinning around in the fall,it's hard enough to remember the way you were,oh, the way you are, the way you are,here's to coming home and falling on the floor,here's an arm sliding down the bedroom door,everyone has their reasons,and the way you were is not the way you are,the way you are,and cheers to everything we watched to every show,and then to any sleeping in my arms and nothing more,nothing feels so familiar anymore,the way you were, oh, the way you are,the way you are,here's to taking the year to call it off,to whatever it is that you've become,and I've forgotten more than he'll ever know,about the way that you were and the way that you are,the way you are
,
,
",,
